beta0,beta1,y_p
216.2,-3.028,93.21
214.9,-3.426,178.7
217.5,-3.221,194.1
222.5,-3.026,146.8
217.4,-2.699,189.9
220.7,-3.1,145.4
219,-3.35,154.2
217.3,-2.883,126.2
221.8,-3.403,121.1
223.8,-3.716,119.4
223,-4.23,141.1
221.8,-3.366,197
216.8,-3.298,207.7
223.6,-2.951,193.5
225.7,-2.469,199.4
223.5,-3.275,181.2
233.8,-3.373,240.7
229.9,-3.349,145.5
227.5,-3.535,79.27
219.7,-2.532,207.1
223,-3.797,150.5
220.1,-3.461,149.6
231.1,-3.094,188.5
221.5,-3.15,168.1
216.5,-3.267,130.3
211.9,-2.605,162.6
219.7,-2.269,182.1
225.9,-3.408,171.5
219.4,-4.094,162.8
221.6,-2.789,65.55
223.1,-3.034,120
211.3,-2.366,180.3
223,-3.836,166.6
219.1,-2.888,127.9
219.6,-3.355,151.2
225.1,-3.356,152.4
223.4,-3.121,177.8
221.5,-3.178,211.7
229.1,-3.161,175.6
222.6,-3.157,171.9
217.7,-3.921,48.57
214.2,-3.228,109.4
217.3,-2.32,180.4
226,-5.251,104.8
221.6,-3.682,119
222.5,-1.965,152.9
219.7,-2.866,191.2
220.2,-3.046,116
217.1,-2.938,119.7
229.2,-3.959,163.7
222.6,-3.098,136.2
215.2,-3.274,134
221.8,-2.772,172.6
224.7,-2.496,195.6
220.6,-3.141,165.7
221.5,-3.344,152.6
222.9,-2.979,187.2
213.1,-3.7,163.7
214.2,-3.637,132.9
215.6,-4.383,167.2
222.5,-3.852,170.5
221.9,-3.113,125.4
207.9,-2.04,126.2
222.8,-3.659,145.4
224.9,-3.159,142.5
229.3,-3.227,141.6
225.5,-2.206,195.9
222.3,-3.365,175.2
226.3,-3.314,149.3
224.4,-3.759,149.1
223.1,-2.698,129.1
221.1,-3.16,130.6
223.5,-3.893,141.2
221.4,-2.963,175
228.9,-3.211,121.9
230.6,-3.241,154.1
216.5,-3.436,169.8
224.6,-3.118,176.5
215.1,-2.859,136.3
212.1,-3.475,127.2
217,-2.738,209
221.8,-3.121,140
228.4,-3.368,171.2
221.7,-2.791,241.1
232.2,-3.648,138.5
227.1,-4,134.6
230.6,-3.15,198.6
217.5,-3.334,162.8
221.4,-2.947,148.8
217.3,-3.298,167.5
220.9,-2.653,107.3
227.7,-3.466,124.2
218.1,-3.266,217.2
215.5,-2.949,189.1
224,-3.166,176.9
213.7,-3.331,112.4
219.7,-4.099,115.9
219,-2.809,140.8
216.1,-3.107,197.8
216,-2.946,219.9
219.7,-3.517,139.4
220.3,-3.435,205.6
216.5,-3.113,133.8
224,-2.989,162
217.4,-2.16,176.1
224.9,-3.286,183.5
222.8,-3.504,175.1
227.4,-2.314,157.9
217.6,-3.4,157.3
222.7,-3.554,164.9
223.5,-3.128,181.1
212.9,-3.731,154.9
213,-3.837,109.1
224.3,-2.931,137.6
225,-2.892,138
217.2,-3.191,154
222.4,-3.727,150.8
230.4,-3.618,162.4
216.2,-3.575,145.5
222.4,-2.86,147.6
220.4,-3.024,141.4
220.6,-4.803,95.82
215.3,-2.918,139.9
219.6,-3.333,174.3
225.2,-3.406,213.4
219.5,-3.425,144.3
218.2,-2.928,111.3
235.5,-2.272,201.6
218.5,-3.018,152.2
227.1,-3.941,101.4
232.3,-3.433,162.9
214.6,-2.563,154.8
226,-3.522,153.6
216.6,-3.41,135.3
224.3,-3.132,177.5
216,-3.667,147.7
220.9,-3.591,200.9
212,-2.54,177.6
218,-3.166,122.5
224.2,-2.697,207.2
221.5,-3.786,111
218.7,-2.955,150.9
223,-3.547,158.9
221.7,-3.446,157.3
224,-3.49,108.1
220.4,-4.382,153.6
226.1,-3.892,171.7
220.4,-3.602,198.2
214.5,-3.706,162.3
229.8,-3.315,206.7
219.9,-4.035,154.6
220,-3.896,134.8
215.5,-3.044,107.2
212,-3.713,109.7
221,-3.052,143.4
219.1,-3.449,161.2
222.3,-3.111,175.6
215,-3.451,176.5
221.2,-3.932,167.9
221.5,-2.791,192
223.1,-3.683,116.8
226.6,-3.525,140.1
224.2,-2.97,181
222.8,-2.558,155.1
217.5,-3.282,178.2
215.3,-3.17,136.5
216.4,-3.977,107.8
218.4,-3.154,132.9
212.3,-3.513,135.3
214.8,-3.849,80.13
227.7,-2.448,165.4
224.7,-2.998,170.8
219.6,-2.501,179.3
223.3,-2.279,175.1
218.6,-3.806,165.4
222.2,-3.07,194.6
221.9,-3.648,138.5
217.2,-3.688,135.4
222.8,-2.555,152.4
226.6,-4.27,79.8
217.5,-3.061,176.6
227.6,-3.565,150
224.7,-3.18,132.8
222.3,-3.072,128
216.8,-2.872,207.3
213.9,-2.658,137.6
213,-2.457,185.2
228.8,-4.021,92.35
210.5,-3.882,174.2
220.8,-2.567,192.1
215.3,-4.345,97.18
223.1,-3.159,164.3
222.4,-3.484,95.08
214.2,-2.282,207.5
224.2,-3.801,132.6
226,-3.502,145.1
221,-3.216,177.3
215.2,-3.209,164.1
216,-3.815,186.3
227,-3.684,104.3
214.6,-2.942,98.85
213.9,-4.53,170.3
221.2,-3.376,192.7
231.2,-2.599,156.4
218.8,-5.572,109.2
217.3,-2.976,166.9
218.8,-2.677,167.1
221.8,-2.614,153.9
216.8,-3.419,115.9
219.4,-3.005,175.4
216.5,-2.725,114.3
218.3,-3,168.6
219.3,-2.89,194.2
219.2,-3.225,144.5
220.1,-3.668,140.2
229.2,-2.575,202.6
218.2,-3.592,141
223.9,-3.417,165.2
231.9,-3.092,151.6
215.7,-3.239,166.6
223.9,-3.875,191.1
232,-3.317,136.4
218.5,-4.149,140.8
213.4,-3.647,172
212.8,-2.842,104.2
221.9,-3.228,142.9
223.8,-2.78,139.3
227.5,-3.87,170.5
220.3,-2.476,144.3
211.4,-3.485,145.5
224.1,-2.503,187.2
219.2,-2.502,190.1
228.6,-3.246,135.6
221.8,-2.97,179.6
228.2,-3.324,184.7
217.1,-3.756,63.41
217.9,-3.457,193.6
218.5,-3.791,162.7
222.1,-3.776,205.8
221.2,-3.332,113.5
217.3,-3.397,147.2
211.7,-3.522,104.9
219.8,-2.698,206.1
213.6,-3.147,124.4
216.8,-3.164,109
226.1,-2.822,158
230.5,-3.312,220.5
225.5,-3.759,187.3
219.6,-3.599,151
220.5,-2.519,196.2
219.5,-4.019,130.3
221.6,-3.639,202.3
224.3,-3.516,217
223.2,-3.815,156.6
221.4,-2.772,198.8
221.3,-3.657,131.5
223.8,-3.933,92.07
230.4,-2.711,105.4
218.7,-2.999,131.1
226.6,-3.007,150.9
221,-3.482,162.1
225.2,-2.369,163.8
217.1,-3.144,133.3
224.5,-3.508,167
217.6,-2.783,191.5
220.9,-3.562,153.7
219.1,-2.669,113.3
219.4,-2.417,135.8
224.4,-3.529,93.72
218.7,-3.597,144.4
221,-3.194,198.4
221,-3.061,102.7
225.5,-4.105,144.4
230.7,-2.336,198
212,-2.419,119.1
225.8,-3.672,153
222.4,-3.703,168.6
221,-2.955,203.2
218.8,-3.557,166.9
216.3,-3.087,136.2
223.9,-2.715,144.2
226.1,-2.6,197.1
210.6,-3.566,143.7
223.3,-3.828,144
224.8,-3.439,159.6
219.7,-2.966,155.6
222.8,-3.304,178.9
215.3,-3.619,134.8
215,-3.506,128.6
216,-3.29,182.1
225.6,-2.841,173.5
217.7,-4.615,155.4
219.1,-2.357,112.4
229.2,-3.511,171.2
217.6,-3.506,206.9
216.1,-3.388,151.4
218.5,-3.608,195.7
212.3,-3.703,117
215.2,-3.229,211.7
220.9,-3.054,162
219.9,-3.35,126.3
218.9,-3.706,160.9
220.7,-3.046,125.2
228.8,-3.73,218.4
220.9,-2.904,192.9
221.6,-3.681,150.7
223.9,-3.567,156.2
219.4,-3.159,169.9
221.7,-2.647,193
217.3,-3.616,154.1
213.3,-2.919,201.5
225.9,-3.974,142.7
228.2,-3.045,172.8
225.3,-2.411,179.5
221.9,-3.296,172.3
216.5,-3.137,184.7
212,-4.04,116.1
214.1,-3.599,117.8
223.2,-3.052,145.4
219.6,-3.55,136.1
214.6,-3.271,153.6
224,-2.914,180.2
218,-3.147,108.4
214.5,-3.514,158.5
222.2,-3.458,164.2
217.6,-2.992,164
223.3,-2.649,142.3
224.4,-3.568,133.7
220.8,-3.53,146.3
229.4,-3.945,105.1
221.4,-3.517,196.5
217.2,-2.539,147
222.1,-3.066,148.8
220.2,-3.984,116.5
221.5,-3.25,162.2
216,-3.667,145
220.7,-3.24,186
215.5,-3.465,203
220.7,-3.838,156.3
227.9,-2.401,180
223.8,-3.491,162.6
226.1,-4.046,143.3
210.6,-2.692,143.8
222.8,-3.322,121.6
232.6,-3.049,156.9
218.1,-3.071,144.9
213.5,-3.026,156.4
222.8,-2.732,150.5
223.5,-4.016,174.6
212.5,-3.703,133.5
218.4,-3.657,138.7
221.6,-3.353,182.6
220.9,-3.721,128.9
213.6,-4.024,145.6
218.4,-2.682,183.6
226.7,-2.748,214.7
210,-3.869,137.5
221,-3.298,175.1
221.4,-3.409,129.9
228.1,-3.192,157.5
218.3,-3.011,125.8
216.2,-2.387,150.2
220.4,-4.086,185.8
223,-3.458,86.52
212.7,-3.691,111.3
219.6,-3.255,134.5
221.9,-3.129,142.5
225.7,-3.683,139.4
220.1,-2.948,180
218.5,-3.975,123.5
214.8,-3.136,114.7
221.7,-2.675,127.8
217.6,-3.675,163.4
223.7,-3.605,124.6
222.7,-3.746,124.6
219.1,-3.106,195.9
221.5,-2.939,163.5
228.6,-3.282,161.4
219.7,-2.967,152.8
225.3,-3.594,112.3
221.3,-3.02,178
227.8,-3.748,148.6
222.6,-2.935,173.1
216.9,-3.213,177.3
213.9,-3.385,178.8
221.9,-4.024,135.9
222.6,-2.767,209.4
228.6,-3.644,155.9
227.3,-3.445,153
228.6,-2.601,173.7
222.5,-3.465,183.6
221.4,-3.408,151.7
219.1,-2.845,163.1
225.2,-2.976,179.8
214.5,-3.94,141.8
211.4,-3.417,117.6
222,-2.149,168.5
229.9,-2.42,251.8
221.8,-3.676,122.5
220.9,-3.121,195.9
227.4,-2.6,178.1
221.8,-3.28,209.9
225.7,-3.359,167.6
224.6,-2.56,154.7
216.6,-3.661,179.2
216.8,-2.775,165.3
220.9,-2.11,163.3
217.6,-3.576,126.9
221,-3.268,156.7
220.9,-3.418,114.4
228.2,-2.695,186.2
214.2,-2.203,146.9
217.9,-3.35,184.1
218.4,-2.913,205.1
220.7,-2.648,158
227.3,-3.906,169.3
220.5,-2.549,141.5
217.5,-2.095,196.5
229.1,-3.36,169.2
222.4,-3.407,153.6
221.4,-3.47,155.5
223.1,-3.72,206.5
225.2,-2.528,171.9
221.8,-3.312,132.4
218.2,-2.888,138.1
230.4,-3.489,185.6
211.8,-2.507,138.8
202.7,-4.182,128.6
222.1,-3.852,171.8
216,-3.391,123.3
221.7,-3.587,86.4
220.6,-3.439,154.7
222,-3.543,178.2
216.2,-3.263,140.8
221.3,-3,159.1
216,-3.256,131.9
226.2,-3.577,159.5
226.8,-3.4,141.6
216.5,-3.091,170.3
211.9,-2.379,162.8
219.7,-4.128,157.4
216.3,-2.582,167
218.9,-3.561,202.5
231.8,-2.98,181.9
223,-3.487,151
216.9,-2.676,145.3
223.7,-4.133,171.5
218,-3.408,160.2
223.1,-3.549,146.3
225.1,-2.605,219.7
217.3,-3.936,153.1
229.3,-4.182,157.8
218,-4.364,134.6
225.1,-3.48,142.6
225.4,-3.468,134.8
224.3,-3.217,66.34
230,-3.155,134.7
228.8,-3.681,177.4
213.7,-2.656,142.2
216.3,-3.963,125.3
220.4,-3.104,163.1
215.8,-3.424,174.7
218.9,-3.406,131.2
224.9,-2.788,165.3
224.8,-4.229,80.71
220.4,-2.618,196.6
217.4,-2.215,181.3
224.5,-3.769,163.9
224.2,-3.673,182.1
222,-3.179,173.1
214.9,-3.096,192
216.2,-3.718,155.5
221.8,-3.75,167.8
227.1,-2.803,212
222.3,-3.068,138.9
214.8,-3.321,179.3
219.8,-2.828,237.5
223.2,-2.645,179.7
221.1,-3.235,153.1
212.9,-3.083,208.6
210,-3.474,159.3
218.1,-2.866,156.4
214.2,-3.128,166.1
223.9,-3.528,163.2
221.9,-3.381,160.1
225.5,-3.194,164.4
225.6,-3.71,129.6
211.3,-2.898,160.8
218.1,-3.121,102.6
220,-3.274,192.1
215.1,-3.03,130.6
221.8,-4.337,86.78
216.5,-2.98,154.9
225.5,-3.456,101.4
220.2,-3.221,117.7
223,-3.127,176.9
220.2,-3.646,153.9
223.9,-3.331,133.8
221.3,-3.52,117.3
222,-3.984,212.5
217.1,-3.232,105.5
218.6,-2.76,158.9
218.7,-3.933,111.9
224.1,-3.829,157.8
212.6,-3.388,157
223.4,-3.197,178.3
218.5,-3.274,115.3
227.3,-3.206,119.6
224,-3.637,130.9
224.3,-4.036,147.2
220.1,-2.988,156.5
219.1,-2.709,199.1
225,-2.841,210.7
213.2,-3.621,216.7
224.6,-3.335,181.6
220.1,-3.411,170.6
217.6,-3.844,157.2
225,-3.723,101.8
219,-3.202,173.9
222.6,-3.371,166.2
223.1,-3.551,114.6
219.1,-3.064,125.8
215.8,-2.6,163.9
222.7,-3.42,168.4
219.3,-2.554,147.1
222,-3.171,152.2
228.1,-3.132,214.7
226.9,-3.575,115
216.1,-1.815,195.2
221.3,-3.249,190.3
229.1,-3.257,183.9
220.1,-3.849,142.2
216.9,-3.263,178.1
218,-3.462,165.4
218.2,-3.355,132.7
223.2,-3.759,160.1
222.3,-4.063,132.4
209.2,-2.941,167
224.3,-3.057,229.7
217.8,-3.514,128.8
216.7,-3.834,145
228.6,-3.612,149.9
208.6,-2.907,152.9
218.4,-3.521,141
224.7,-3.051,182.4
221.3,-3.243,132.2
220.5,-4.066,165.1
213.2,-2.602,151.1
232.6,-3.4,189.7
223.1,-2.951,214.6
220,-3.02,182
221.6,-1.915,242.3
206.6,-3.093,125.3
222.5,-3.531,131.9
234.8,-2.813,228.2
225.3,-2.53,219.8
224.4,-2.951,173.2
220.3,-3.065,128.2
222.4,-3.921,113.9
222.7,-3.805,142.3
227.8,-3.716,196.8
213.5,-3.292,189
219.2,-3.755,118.4
218.2,-3.841,109.6
226.2,-2.697,123.8
223.4,-2.717,157.9
220.4,-3.28,174.7
223.7,-3.214,195.6
218.1,-3.269,131.5
214.8,-2.789,155
226.3,-3.827,171.4
218.9,-3.06,220.1
225.1,-3.27,141.6
215.8,-3.141,198.7
219.4,-3.171,142
228.3,-2.597,197.1
230.2,-3.445,173.3
222.1,-3.185,148.5
222,-3.306,154.8
215.4,-3.063,119.7
223.1,-3.272,150.6
230.2,-3.231,182.6
222,-3.236,138.3
217.3,-3.949,178.6
222.8,-2.345,157.7
213.7,-2.307,180.7
219.2,-3.11,143.5
219.6,-3.992,163.2
219.9,-3.945,142.4
222,-3.564,144.6
230.4,-3.793,68.69
230.4,-3.068,186.4
217.9,-2.849,147.3
225.6,-3.142,112.1
220.2,-3.362,113.9
221.5,-3.091,168.4
230.2,-3.017,211
228.1,-3.042,217.6
211.9,-2.89,160.3
221.4,-3.539,123.1
228.3,-3.139,186.2
216.5,-3.234,146.5
215.4,-3.467,149.9
219.4,-3.057,151.6
223,-3.176,123.1
223.3,-2.048,163.7
218.9,-3.562,125.5
224.1,-3.183,148.7
214.8,-3.139,175.5
223.3,-4.04,106.5
224.1,-3.555,146.1
221.2,-3.285,179.9
229.7,-4.481,154.5
211.1,-4.272,168.7
229,-3.512,193.3
218.4,-3.533,141.4
224.3,-3.663,156.8
222.8,-3.561,128.5
214.9,-3.221,150.7
208.4,-2.965,110.7
226.7,-3.494,168.8
225.3,-3.393,138.7
225.8,-3.258,219.5
219.9,-3.261,151.4
217.9,-2.415,153.3
220.5,-3.174,177.6
214.7,-3.507,170.1
227.6,-3.734,149
220.1,-2.79,204.8
219.5,-3.252,152.3
215,-2.993,128.2
220.5,-3.659,191.9
229.7,-3.165,181.5
233.9,-2.434,130.4
221.7,-3.151,145.5
228.4,-2.608,127.9
228.7,-3.264,112.1
219.6,-3.408,72.8
211,-3.834,102.6
226.1,-2.843,178.8
209.9,-3.222,118.2
217,-3.065,150.5
222.5,-3.192,147.3
222.4,-3.662,186.9
219.7,-3.122,159.2
212.5,-3.472,135.4
221.6,-3.529,174.4
218.8,-3.079,136.1
217.2,-3.43,102
222.5,-2.972,198.4
224.9,-3.944,164.6
224.8,-3.272,177.9
227.4,-2.524,136.4
225.7,-3.418,164.7
219.7,-3.355,174.9
219.3,-3.756,156.5
225.7,-3.269,106.8
225.8,-2.558,135.7
217.4,-3.401,180.3
221.2,-3.351,119.7
213.3,-3.945,158.9
216.9,-2.816,219.5
221.8,-3.634,144
225.1,-2.671,148.7
220.7,-3.241,112.8
218.2,-2.712,171.5
228,-3.025,141.4
220.4,-2.427,181.8
229.9,-3.42,196
217.6,-2.784,147.3
219.1,-2.596,165.3
217,-3.499,151.8
219.4,-3.513,152.4
222.1,-3.409,158.4
223,-4.454,137.2
215.5,-3.6,156
220.6,-3.845,139.1
222.3,-2.749,191.3
218.8,-3.53,155.3
225.3,-3.326,205.8
223.3,-3.714,125.5
218.9,-3.343,181.3
227.6,-4.154,122.4
215.6,-3.213,128.9
215.6,-3.287,128.7
232.6,-2.836,191.5
219.3,-3.352,199.9
224.6,-3.602,162.7
218,-3.765,160.1
228.3,-2.831,184.8
218,-2.913,201
209.7,-3.34,106.7
216.4,-3.352,91.81
223.3,-3.46,161.9
214.9,-3.8,194
213,-3.593,180.9
221,-3.034,196.6
223.9,-2.386,140.6
217.5,-3.486,110.1
217.5,-3.014,197.6
222,-3.161,154
224.9,-3.087,139.6
210.6,-3.886,121.7
226.2,-3.762,162.3
230.3,-3.251,149.2
219.5,-3.36,89.33
224,-2.591,191.5
214.4,-4.243,193.2
216.6,-4.039,135.6
220.8,-3.355,167.1
223.1,-3.095,182.7
220.2,-3.139,180
225.8,-2.458,195.4
219.2,-2.496,158
227,-3.032,144.1
217.2,-3.404,181.8
225.3,-3.827,181
226.4,-3.689,154.9
221.5,-3.282,206.2
222.1,-3.49,127.8
221.1,-2.961,152.4
224.3,-3.816,166.6
219.1,-2.722,154.8
222.9,-3.761,196.7
221.3,-2.838,177.6
226.7,-3.452,146.6
210.2,-4.062,158.8
221.4,-2.944,143.2
215.6,-3.437,126.1
224.7,-3.182,180.8
225.3,-3.778,139.9
222.5,-2.324,144.1
212.1,-2.807,119.6
219.5,-4.401,108.1
215.7,-2.576,225.7
218.1,-3.352,135.2
223.3,-3.158,141.5
219.6,-2.971,138.9
219.2,-3.05,151.4
226.5,-3.855,135
216.1,-3.267,164.8
217.5,-3.544,126.6
238.9,-3.012,264.2
224.1,-3.335,116.2
220.3,-3.403,175.1
215,-2.652,175
218.5,-3.695,168.2
224.5,-3.387,129.5
224.4,-3.339,179.6
213.9,-3.679,140.7
222.9,-3.276,131.6
213.6,-3.352,120.7
222.1,-3.308,106.7
218.4,-3.054,144.4
227.8,-3.075,151.9
223.4,-3.61,127.9
217.8,-3.592,124.3
210.5,-3.311,101.5
227.9,-2.986,218.7
227.3,-3.142,163.5
221,-4.301,108.9
216.7,-3.072,143.5
219,-3.095,147.5
224.3,-3.336,149.3
218.5,-3.063,171.7
219.6,-3.164,135.2
224.2,-2.699,180.5
218.9,-3.332,97
224.9,-3.597,165.2
224.8,-2.009,132.3
220.7,-3.586,162.1
226.1,-3.529,204.5
227.9,-3.686,92.31
226.8,-3.239,185
224.8,-3.356,191.2
230.8,-2.636,236.6
224.3,-2.929,173.4
214.9,-3.27,203.7
222.5,-3.462,198.1
226.2,-2.879,160.5
214.2,-3.167,174.7
224,-4.295,184.7
226.7,-3.992,135.5
226.7,-1.76,216.5
224.4,-3.053,188.2
218.9,-3.913,156.3
227.2,-2.261,187.4
220.4,-3.664,171.6
222.9,-2.571,206.7
215.8,-2.509,199
218,-3.983,113
218.7,-3.493,167.1
219.5,-2.147,246.4
219.7,-3.283,153
223,-3.236,177.5
225.1,-3.539,142.1
217,-3.26,114.4
230.6,-2.593,172.4
230.3,-2.889,200.6
216.2,-3.142,134.7
216.7,-3.182,155.9
216.8,-4.165,158.7
223.9,-3.172,178.5
217.3,-3.17,175.1
216.7,-3.402,138.3
224.4,-4.347,148.4
211.8,-3.573,88.76
228,-5.11,90.07
222.1,-3.998,93.7
229.1,-2.629,177.2
214.6,-3.617,165.2
221.4,-3.459,161.1
219.7,-3.6,173.9
218.2,-2.969,126.7
224.5,-2.8,154.8
220,-3.019,184.3
227.4,-3.994,193.4
228.7,-3.78,177
224.7,-3.585,119.7
222.1,-2.493,191
225.5,-3.297,175.6
220.8,-2.498,138.4
218.1,-3.267,184.3
212.8,-3.651,60.85
229.4,-2.437,222.4
220.1,-3.394,175.2
221.9,-3.038,174.8
222.7,-3.055,160.1
227.1,-3.714,159.3
220.7,-2.499,252.1
216.4,-3.457,151.4
217.1,-2.305,138.7
223.8,-3.284,149.2
219.3,-2.948,167.6
218,-3.588,163.4
220.8,-2.994,186.8
232.6,-2.701,220.9
219.5,-3.614,176.5
214.7,-2.857,125.9
219.4,-3.417,140.3
220.2,-1.729,126.6
232.5,-3.969,183.9
219.3,-2.733,196.9
218.9,-2.565,144
216.8,-2.751,140.3
219.1,-3.766,149.3
223.5,-2.759,141.5
221.6,-4.223,141.6
219.6,-3.004,110.2
219.9,-3.79,151.1
223,-3.177,90.53
214.5,-3.72,162.3
220.7,-3.219,127.3
227.7,-3.608,142.9
220.7,-3.251,180.1
215.7,-3.466,145.8
226.9,-3.633,151.9
219.8,-2.998,140.9
222.4,-2.941,172.2
221.8,-3.443,192.4
221.1,-3.409,161.3
228.5,-3.458,203.6
222.1,-2.749,214.2
231.5,-2.874,166.1
226.5,-2.463,155.8
216.1,-4.839,188.3
210.1,-3.008,134.9
220.2,-3.778,154.3
222.8,-2.082,170.6
224.1,-3.17,172.9
226.8,-3.051,169.7
224.6,-2.557,216.8
219.4,-3.485,149.8
226.2,-3.964,189
218,-2.569,131.3
218.9,-2.888,172.5
221.8,-3.654,128.3
229.3,-2.845,161.7
219.4,-2.717,189.5
214.3,-2.937,117.6
219.5,-2.81,142.6
220.1,-3.425,145
216.8,-3.518,171.4
229.2,-3.539,201.6
216.3,-3.606,166.9
218.4,-3.539,124.9
219.6,-3.202,152.3
225.3,-3.778,164.9
217.4,-2.672,153.5
220,-2.977,183.2
219.9,-2.383,171.4
217.4,-2.645,143.6
217.8,-3.377,161.6
224.8,-3.038,196.3
221,-3.296,154
219.4,-3.182,117.6
219.4,-4.223,186
231.3,-3.543,156.6
221.1,-3.376,163.1
215.7,-2.467,120.8
218.4,-3.22,177.7
220.6,-3.923,164
221.6,-2.847,137.1
221.9,-3.969,155.7
219.3,-3.057,195.8
215.2,-3.054,134.6
226.4,-3.703,141.7
225.2,-2.88,130.4
213.2,-3.202,104.8
213.4,-2.444,142.4
219.9,-3.868,151.7
221.6,-3.189,149.1
209.7,-3.617,85.82
223.7,-2.539,103.3
224.2,-4.017,160.3
217.6,-2.995,138.4
213.2,-2.299,202
213.3,-2.671,105.1
229.5,-2.502,163
217.6,-3.692,155.5
222.9,-3.385,146.8
218.9,-3.587,172.4
212.6,-3.769,150.4
230.9,-4.057,107.5
225.1,-3.549,138.4
219.7,-2.64,156.7
221,-2.502,133.9
224.9,-3.214,143.1
220.4,-3.623,132.8
215,-3.288,193.1
224.6,-3.752,148.7
218.5,-2.782,214.2
220.3,-3.402,97.77
219.6,-3.13,174.5
220,-2.398,191.4
216.3,-3.338,161.7
216.4,-2.909,172.3
217.4,-3.651,102.8
219.7,-3.946,140
218.3,-2.293,119.2
218.8,-4.01,80.15
217.4,-4.001,132.3
224.4,-2.655,87.76
213.2,-3.702,147
222,-3.316,150.7
222.9,-3.083,135.9
225.7,-3.127,150.9
232.4,-3.922,159.1
221.6,-3.883,142
214.8,-2.511,161
216.8,-3.217,170
220.4,-2.8,225.3
226.1,-3.167,202.8
225.6,-3.406,119.8
225.2,-2.375,192.5
222.4,-2.93,170.2
217.5,-3.226,138.6
221.8,-2.725,250.5
231.3,-2.914,126.2
231.5,-3.665,155.1
212.8,-4.226,56.24
216.4,-2.145,178
218.7,-3.214,171.7
220.4,-2.287,203.4
229.4,-4.063,175.6
218.5,-3.164,129.3
224.5,-2.397,182.2
215.4,-3.228,121.7
225.1,-2.653,165.8
223.8,-3.014,155.2
211.1,-3.621,169
218.8,-3.269,181
222,-2.998,155.4
218.6,-3.305,132
226.4,-3.218,148.5
228.3,-4.376,105.6
221.8,-2.923,149.2
219,-2.832,164.7
224.7,-2.886,159
220.9,-3.7,138.2
226.4,-3.318,188.6
218.3,-2.7,121.1
219.7,-3.302,133.5
211,-3.026,157.9
222.9,-3.228,186.7
221.4,-3.345,115.8
221.4,-4.141,152.3
223,-3.93,137.9
225.7,-4.07,148.4
221.1,-3.489,177.1
218.3,-4.742,174
221.5,-3.402,158
219,-3.372,220.1
223.2,-2.91,127.5
221.2,-3.535,157.8
227.6,-4.623,121.6
222.2,-2.566,242.5
222.4,-2.708,134.5
224.1,-3.191,159.8
220.3,-2.972,151.8
206.7,-3.952,97.28
219.8,-3.987,155.7
214.9,-3.577,149.6
226.9,-3.381,179.7
223.7,-4.044,124
211.4,-3.283,141.4
224.6,-3.264,134.8
220.7,-3.992,94.81
227.4,-2.336,211.5
219.5,-3.598,82.21
222.9,-2.218,188.2
224.9,-2.953,159.4
219.6,-2.032,200.8
222.5,-2.288,180.8
220.9,-4.053,128.2
225.5,-3.564,153
217,-3.468,111.7
218,-2.819,168.9
224.4,-3.545,166.4
221.8,-3.801,148.5
228.3,-2.871,203.2
215,-3.456,191.7
221.4,-2.956,197.7
198.5,-3.8,105.2
221.2,-3.42,229.9
221.2,-3.134,144.6
228.5,-2.474,239.6
222,-3.579,137.9
213.5,-4.177,162.7
221.1,-3.979,106.3
228.6,-3.833,157.6
227.2,-2.938,181.2
228,-3.458,202.5
226.5,-3.845,165.1
221,-3.195,145.3
222.8,-3.443,146.7
229.7,-3.413,132
220.1,-3.45,166
231.3,-3.259,185.8
208.8,-3.147,143.8
223.3,-3.312,168.8
214,-3.544,159.2
215.5,-4.04,121.9
211.5,-2.099,183.5
216.4,-3.494,56.19
217,-2.869,153.1
233.4,-2.866,136.9
214.5,-3.687,125.2
222.9,-3.156,187
215.9,-3.268,159.1
223.7,-2.421,186.6
218.5,-2.648,144.2
220.8,-3.565,105.3
220,-3.326,124.4
221.6,-2.808,149.4
223.5,-3.096,199.9
224.5,-4.136,143.7
219.6,-3.449,176.1
218.1,-3.237,97.82
223.6,-3.532,122.7
221.5,-3.876,103.4
218.6,-2.869,151.6
219,-3.056,125.2
227,-3.268,170.7
217.7,-2.487,201.4
218.8,-3.631,147.3
220.9,-2.998,147.5
217.6,-3.953,92.88
220.5,-1.958,217.2
222.7,-3.936,187.2
216.5,-3.968,100.5
231,-3.505,110.4
220.9,-3.401,102.3
230.2,-2.97,192.3
215.4,-3.795,106.1
225.6,-3.294,138.4
225.8,-3.568,139.1
216.6,-3.84,148
218.5,-3.395,143.4
219.8,-3.027,114.1
220.2,-2.75,140.5
218.5,-3.158,126.3
221.2,-3.536,154
215.9,-3.43,114.9
222,-4.201,111.9
218.3,-4.177,127.2
214.2,-3.139,164.4
222.7,-2.901,177.6
227.2,-3.968,171.2
227.9,-3.845,257.4
214.9,-3.074,164.4
227.4,-3.895,175.6
222,-3.711,150
226.9,-3.349,171.1
221.1,-3.133,220.1
224.2,-3.16,114.7
223.4,-2.739,173.5
223.7,-3.911,153.3
223.8,-2.791,178.2
221.1,-3.446,128
223.8,-3.482,144.3
226.1,-3.155,194.1
224,-4.177,150.9
213.9,-3.647,130.7
218.6,-2.608,178.2
211.5,-2.952,140.1
226.5,-2.609,202.9
218.2,-3.272,145.4
217.9,-3.658,181.7
221.5,-2.634,176.7
