beta0,beta1,y_p
216.5,-4.786,128.1
222.2,-3.519,208.7
219.7,-2.405,178.3
224.2,-2.086,198.1
221.4,-3.292,152
222.5,-2.878,209.5
223.6,-3.639,192.9
225.4,-2.972,202.4
216.7,-3.494,114.5
218.5,-3.034,193
222.3,-3.348,123.9
222.2,-2.622,188
227.8,-3.711,142.8
224.7,-3.194,152.3
221,-3.251,147.2
214.2,-3.868,153.7
215.7,-3.227,164.1
222.2,-3.944,118.7
213.1,-4.429,131
223.3,-2.294,202.2
222.2,-3.534,155.4
218.7,-3.47,149.8
217.1,-3.101,136.5
228.5,-3.422,174.9
217.6,-2.412,190.5
218.9,-3.255,134.6
219.8,-3.277,193.8
225.9,-3.06,160.5
219.3,-3.535,156.1
219,-3.316,165.1
225.2,-3.032,177.4
224.1,-2.95,223.2
220.7,-3.227,180.8
210.4,-2.946,156.3
220,-3.25,125
217.7,-3.202,143.9
221.1,-3.61,125.1
224.7,-2.315,225.2
225.6,-3.239,143
219.1,-3.69,107.6
215.6,-2.92,210.2
212.3,-3.315,152.3
232.6,-2.727,209.5
221.2,-4.091,153.9
226.7,-3.383,155.9
220.4,-2.774,191.9
234.5,-3.446,114.3
225,-3.699,148
230.4,-2.902,136.4
224.2,-3.396,143.4
216,-3.452,172
221.9,-3.684,116.9
221.9,-3.53,154.6
214.8,-3.059,177.9
223.6,-3.902,153.5
224.2,-3.961,119.1
225.2,-2.932,179.2
217,-2.679,156
230,-3.302,142.1
223.3,-2.975,167.1
210.8,-4.031,137
217.3,-3.347,160.8
220.4,-4.337,190.5
228,-3.859,160.1
224.5,-3.968,182.2
221.7,-3.773,183.6
211.1,-2.995,144
223.2,-4.241,146.3
224.6,-4.194,95.62
225.6,-3.711,140.5
214.1,-3.711,161.9
209.4,-2.217,109.3
230,-2.9,167.3
212.8,-2.883,173.5
218.4,-3.239,123.4
231.4,-2.975,165.5
224.7,-2.613,221.1
217.8,-2.111,161
214.7,-3.116,137.5
221,-3.567,139.8
219.2,-3.4,132.4
219.5,-3.492,122
218.4,-2.778,176.9
222.7,-2.883,148.9
221,-2.788,219.7
220.5,-3.497,157.6
209.3,-3.12,168.9
215.5,-2.99,112.3
211.4,-2.346,188.8
223.3,-4.066,178.9
216,-3.525,197.4
215.3,-2.665,116.8
228.8,-3.084,187.1
222.7,-3.295,160.3
219.3,-3.651,177.2
219.5,-4.087,93.18
216.9,-3.374,102.5
223.3,-2.869,156.3
215.2,-3.146,112.6
214.8,-2.937,153.3
215.5,-3.446,136.4
224.6,-2.925,177.1
211.9,-3.614,114.4
217.4,-3.736,191.9
220.3,-2.839,147.7
221.9,-2.776,159.5
224.6,-3.929,143.9
216,-2.163,155.3
218.2,-3.451,166.8
221.6,-3.062,140.1
216.1,-3.277,129.6
220.4,-2.68,186.2
225.8,-3.83,157.3
217.5,-2.576,136
218.9,-3.224,201.5
217.2,-3.574,122.6
228.1,-3.306,165.6
228.1,-1.857,181.8
222.5,-3.773,141.9
213.4,-3.583,98.16
220.2,-2.641,140.5
224.6,-3.68,135.7
222.3,-3.89,166.5
226.7,-3.115,187.1
212.8,-2.982,226
222.1,-3.773,203
224.1,-3.167,173
220.4,-2.784,151.7
209.6,-2.868,132.5
210.9,-2.998,150
230.4,-3.159,184.8
222.3,-3.655,162.1
224.1,-2.992,109.1
212.3,-2.735,175.4
225.1,-3.579,94.61
215.2,-2.943,118.7
220,-2.991,212.5
216.1,-3.39,100.9
224.5,-3.382,162.3
219.5,-3.733,209
218.1,-3.559,97.54
219,-3.642,132.2
236.2,-4.273,203.1
216.8,-3.142,154.8
216,-3.415,89.44
210.6,-3.148,162.2
228.1,-3.63,98.82
224.3,-3.348,109.8
204.5,-2.351,183.8
223.1,-3.11,151.8
222,-3.822,178.1
223.7,-3.151,184.9
219.4,-3.353,179
221.7,-3.57,146.4
217.1,-3.216,155.9
216.7,-3.426,110.4
221,-3.437,148.2
222.3,-2.405,141.2
223.3,-2.645,131.7
223,-3.388,138.2
224.4,-3.785,111.7
226.3,-2.99,178.9
227.6,-2.724,215.3
225.8,-3.908,124
207.8,-3.609,152.2
209.1,-3.375,196.2
219.8,-2.661,125.8
218.7,-4.182,100.1
225.1,-4.207,167.6
222.3,-2.91,168.4
217.4,-2.244,199.9
220.4,-2.303,174.1
222.6,-3.339,199.8
225.3,-3.157,185.2
220.9,-2.346,162.8
223.1,-3.491,146.3
217.8,-2.977,154.1
212.8,-2.957,193.4
219,-4.19,183.7
219.9,-3.859,168.5
232.2,-3.99,157.2
220.8,-2.422,207.8
215.5,-3.645,164.4
219,-3.49,98.2
220.1,-3.227,146.5
220.4,-3.543,202.4
223.4,-3.082,113.3
220.3,-3.361,239.9
229,-3.25,190.2
219.9,-2.87,147
221.6,-3.41,193.1
219.9,-3.033,170.9
227.9,-3.171,139.8
221.4,-3.016,160.8
217.4,-2.697,213.8
226.5,-3.098,170.2
222.3,-4.195,97.35
216.4,-3.494,176.2
223.2,-3.908,190.2
224.6,-2.949,139.5
221,-3.462,99.22
213.8,-2.586,183.6
221.6,-3.231,199.8
219.5,-3.478,177.3
221.3,-3.33,209.9
213.6,-4.374,131.4
228.3,-2.432,149.6
217.5,-3.384,180.8
212,-3.563,126.7
222.1,-2.741,211
215.4,-3.84,174.8
227.4,-3.565,175
224.2,-1.937,206.8
225.8,-3.528,123.3
221.6,-3.095,177.3
227.1,-3.345,173.5
221.5,-3.7,110.3
216.1,-3.964,165
219.6,-2.198,189.1
223.9,-3.459,145
218.8,-3.724,156.8
224.5,-3.441,110.5
223.4,-3.86,130.9
217,-2.932,151.3
215.4,-3.232,146.2
221.7,-3.105,141.3
216.1,-3.032,144
224.3,-3.605,159.1
222,-2.939,202.5
215.8,-3.384,131.9
221.2,-3.291,139.4
215.8,-3.561,135.5
223.7,-2.439,222.4
218.7,-3.557,132.5
207.2,-2.554,182.6
219.6,-3.394,146
213.3,-3.731,133.7
217.1,-3.062,153.5
231.1,-3.84,135.6
219.1,-2.874,138.7
217.5,-3.181,209.2
222.3,-3.075,138.1
212,-3.092,193.6
231.5,-2.942,184.2
213.2,-3.809,135.5
219,-3.367,219.8
225.8,-2.425,160.9
225.8,-3.756,171.3
224.5,-2.885,129.2
222.4,-4.369,105.5
221.5,-2.364,203.2
221.5,-3.498,114.6
217.9,-2.601,179.8
219.9,-3.005,182.9
224.6,-1.774,185.1
226.5,-2.465,167.4
225.3,-2.905,119.8
232.2,-2.251,202.5
222.1,-3.606,176.7
218.8,-3.265,137.5
220.5,-2.978,142.8
219.9,-3.125,180.9
219.2,-3.652,186.4
217.1,-2.211,113.7
211.8,-3.278,49.6
227.1,-3.245,116.3
231.9,-3.329,193.4
220.6,-4.178,98.79
223.6,-4,157.7
227.3,-2.633,184.6
215.9,-4.468,84.14
223.5,-4.013,180.1
213.2,-3.409,187.7
212.6,-3.862,186.3
223.7,-3.783,133.7
217.8,-3.702,154.9
224.4,-3.028,213.9
220.5,-3.401,169.4
220.4,-2.48,187.7
231.3,-3.964,121.4
221.7,-3.858,168.6
223.1,-3.761,133.8
230.6,-3.357,191.4
214.7,-2.988,166.6
217.5,-3.128,138.9
229.8,-3.342,172.2
227.9,-4.053,214.1
238.1,-3.38,165.5
221.1,-4.32,120.1
211.4,-3.605,172.9
225.7,-3.317,200.9
220,-2.452,175.9
221.2,-3.302,169.7
221.3,-2.437,183.4
220.9,-3.814,141.5
226.4,-3.337,166
229.8,-4.08,203.7
226.1,-2.61,194.3
219.9,-3.487,162
222.4,-3.091,144.5
226.1,-3.851,141.2
215.5,-2.942,161
215.3,-4.334,158.5
217.3,-2.823,143.8
222.7,-3.298,136.2
218.4,-3.074,172.9
220.8,-2.057,157.8
219.5,-3.163,141.6
221.2,-3.621,161.9
220.6,-3.882,131.4
222.9,-3.7,177.1
225.8,-3.721,109.7
227.3,-3.547,193
221.6,-3.687,188.7
220.9,-3.689,144.1
227,-2.639,178.7
215.5,-3.299,179.8
216.1,-2.606,172.1
225.8,-3.04,172.3
218.4,-3.299,183
219.2,-2.543,174.1
225.7,-2.994,159.3
229.1,-3.129,171.3
219.7,-2.941,184.2
219.1,-3.645,172.2
215.7,-3.464,130.6
219.3,-3.219,163.4
219.5,-3.331,122.9
218.1,-3.049,201.6
217.3,-3.052,167.2
221.6,-3.647,111.3
223.9,-3.179,155.3
219.9,-2.61,139.5
218,-3.785,188
221.5,-3.877,133.9
214.1,-3.556,119.4
227.2,-2.902,241.7
224.9,-2.914,143.6
225.7,-2.992,147.9
211.2,-3.157,132.4
220.5,-3.432,134.2
223.8,-3.664,106.4
213.5,-2.974,153
221.5,-2.886,185
216.1,-3.132,157.9
217.9,-4.098,163.9
220.6,-2.858,152.1
219.8,-3.322,153.9
223.3,-3.927,101.1
217.9,-3.254,172.2
223,-4.468,114
215,-3.083,167.1
221.1,-3.217,153.5
225,-3.639,160.5
220.7,-2.838,190.2
222.3,-2.633,115.7
224.4,-3.597,156.2
220.3,-2.912,205.8
225.3,-3.731,172.1
222.6,-3.421,157.6
218.7,-3.224,127.9
219.8,-3.907,101.5
214.3,-3.901,167.7
218.9,-3.469,166.8
227.5,-3.747,158.1
222.8,-3.548,135.7
213.2,-3.622,171.1
222,-3.849,206.6
218.6,-3.641,93.65
212.8,-3.817,144.4
222.6,-3.318,146.2
224.5,-2.862,159
222,-2.717,193.8
228.7,-3.323,156
228.2,-2.975,127.8
211,-3.232,56.34
219.4,-3.375,172.2
211.3,-2.775,148.5
220.3,-3.646,141.5
219.1,-4.214,139
220.6,-2.976,183.4
217.4,-3.629,124.5
225.5,-3.534,177.1
229.8,-3.522,161.1
214.6,-3.253,131.8
221,-2.462,179.5
216.4,-2.927,189.4
223.5,-3.58,170.9
217.9,-3.084,195.8
224,-3.201,129.3
215.7,-2.436,156.2
215.9,-2.653,230.3
223.7,-2.741,173.3
223.6,-3.5,169.4
228.7,-4.185,196.2
218.7,-2.774,152.4
224.5,-4.087,140.9
220.1,-4.144,159
224.4,-3.452,136.4
223.8,-2.436,139.8
222.4,-2.558,153.1
219,-3.672,179.3
216.2,-2.702,185.2
226.1,-3.474,158.8
225.3,-3.037,202.8
220.7,-3.176,134.9
219.2,-2.634,140.5
218.8,-3.468,160.1
223.2,-2.687,176.2
222.2,-3.549,133.5
220,-3.603,146.7
216.7,-3.091,146.3
217.5,-3.7,106.5
229.4,-3.117,141.1
220.9,-2.262,209.4
219.7,-3.17,123.7
218.1,-4.083,226.2
216.5,-2.856,127.4
230.7,-4.574,204.6
217.8,-3.771,168.5
223.9,-3.429,165.6
226.9,-4.237,143.8
214.4,-3.191,181.1
223,-3.212,188.3
224,-3.589,121.9
227,-3.344,205.1
212.2,-3.071,156
217.9,-3.574,159.4
228.4,-3.511,146.7
222.1,-3.652,164.4
220.1,-3.588,164.5
216,-2.558,149.9
220.9,-3.727,135.9
224,-3.235,215.7
216,-2.802,209.4
219.3,-3.629,93.72
219.8,-3.988,152.4
222.7,-3.326,97.86
215,-2.468,173
225,-2.882,175.3
221.9,-3.588,111.1
219.2,-2.168,107.6
229.4,-3.566,144
221,-3.454,150.3
217.3,-3.882,179.9
220.2,-4.165,162.8
226.9,-3.066,189.8
218.6,-3.811,128.1
214,-3.052,207.9
222.5,-3.325,141.6
225.4,-4.394,122.2
220,-4.122,129.5
222.9,-3.058,183.7
224.7,-3.226,142.4
216.9,-3.015,129.6
217,-2.941,167.6
217.2,-3.79,166.5
224.2,-3.936,112.3
218.4,-3.578,160.5
223.2,-2.974,142.6
223.3,-3.626,97.06
229,-3.022,157.3
226.2,-3.358,143.1
230.1,-3.327,124
226.2,-2.803,172.6
220.2,-3.557,174.3
227.6,-3.878,182.3
217.7,-2.919,138.3
216.1,-3.228,173.1
220.1,-3.143,132.5
222.7,-3.617,210.2
220.2,-3.163,162.3
216.9,-3.328,180.5
222.3,-3.35,165.2
216.5,-3.428,164.3
231.4,-3.56,123.3
218.6,-2.599,207.1
215.4,-3.781,129.9
218.5,-3.662,143.2
219.2,-3.13,141.7
224.7,-3.186,165.3
220.6,-4.101,97.13
224.6,-3.325,156.8
218.1,-3.699,159.4
219.4,-2.997,140.2
225.9,-2.912,181.4
218.4,-2.802,190.9
220.1,-3.132,161.6
214.9,-4.302,59.86
219.8,-2.74,146.3
218.7,-3.347,138.5
221.6,-2.544,214.6
220,-2.983,163
212.9,-3.773,71.55
222.1,-3.052,171.2
222.5,-3.745,114.4
223.7,-3.493,152.5
217.8,-3.511,148.3
225,-2.742,184.6
224.4,-3.486,182.2
212.1,-2.681,133.1
216.7,-2.569,142.8
228.6,-3.231,218.6
222,-4.139,186.1
222.3,-3.465,135
215.3,-3.835,113.7
227.3,-3.265,176.4
223.4,-3.183,201.4
220.7,-3.225,191.7
221.1,-2.938,144.6
221.7,-3.444,149.7
232.1,-3.842,161.6
217.4,-3.307,154.8
219.2,-3.466,164.4
218.6,-3.559,118.2
219.6,-3.274,171
213.5,-2.001,161.6
220.2,-3.253,145.2
222.9,-3.626,163.4
228.5,-3.166,189.2
225.1,-3.214,172.4
218.6,-2.994,189.7
220.8,-3.362,139.4
218.2,-3.862,167.2
228.7,-3.728,106.9
229.3,-3.158,192.2
219.6,-2.996,106.5
222.2,-3.06,189.7
224,-2.945,199.4
220.7,-3.456,185.3
221.6,-2.874,166
219.2,-3.274,183
222.6,-3.209,222.7
218.2,-2.774,180.9
224.5,-3.541,184
215.8,-2.213,191.7
217.1,-3.204,212.6
221.3,-3.474,183.1
223.8,-4.117,196.4
219.1,-2.461,185.4
219.4,-3.448,180.5
226.3,-3.098,150.9
217.3,-4.051,119.5
227.2,-3.623,124.8
222.6,-3.034,135.5
228.9,-3.631,108.3
216.2,-3.509,201
221.7,-3.563,144.5
218.2,-3.523,202.9
218.7,-3.851,171.3
224.3,-3.984,149
213.8,-3.312,133.9
221.7,-3.59,127.1
218.4,-3.417,182.1
225.7,-2.527,181.9
223.2,-3.477,166.3
218.2,-3.247,146
229.5,-3.813,192.9
211.4,-3.341,219.5
222.8,-3.173,144.4
220.5,-2.963,159
227.6,-3.214,167.8
219.7,-4.064,104.7
209.4,-3.031,128
222.4,-4.421,84.16
229.6,-2.788,191.8
223.3,-3.275,136.5
222.9,-4.231,150.3
223.5,-3.543,151.2
215.4,-3.084,154.6
225.4,-4.328,154.4
226.3,-3.302,100.1
222.3,-2.999,100.1
210.5,-2.749,204.3
230.4,-3.058,141.2
224.2,-2.642,166.9
213.7,-3.263,216.1
213.8,-3.126,135.4
225.5,-3.283,126.1
218.9,-2.996,114.7
226.6,-3.616,131
218.3,-2.632,126.6
221,-3.688,120.9
222.8,-3.797,144.6
217.9,-3.253,150.8
217.4,-4.334,103.1
217.7,-3.167,104.5
220.4,-3.774,147.9
217.9,-4.187,157.2
212.1,-3.504,115.9
217.2,-3.283,166
218.1,-2.889,196.5
213.2,-3.169,140.8
227.2,-3.089,159.6
213.8,-2.839,138.3
224.8,-3.595,180.6
212.8,-3.855,176
219.9,-3.836,210
225.8,-4.089,139.1
211.8,-3.493,127.6
222.4,-3.135,209.8
214.7,-3.525,128.8
220.7,-3.772,122.6
219.6,-3.094,197.8
220.1,-3.025,101.6
222,-3.307,176.5
214.8,-3.716,184.2
217.6,-3.436,124.8
222.6,-3.062,91.77
221.9,-3.21,164.6
219.4,-3.693,204.8
222.4,-2.863,200
225.1,-2.489,159.5
215.4,-3.567,177.7
221.5,-3.769,174.4
225.6,-3.89,159.4
211.5,-3.492,133.3
205.7,-3.688,171.8
228.6,-3.558,197.6
215.8,-3.339,127.3
221.9,-3.027,131.5
213.7,-3.15,165.8
223.5,-2.833,141.7
224.2,-4.027,123.7
217.9,-3.198,196.9
215.2,-3.53,157.1
221,-3.758,121.5
213.7,-2.763,162.9
228.3,-3.311,180.8
224.4,-3.664,136.8
224.2,-2.369,202.7
216.4,-2.964,158.6
219.8,-3.353,147.8
222.6,-2.356,199.1
223.2,-3.735,93.47
219.9,-3.539,200.9
217.4,-2.778,145.4
224.5,-3.079,190.1
223.3,-3.435,152
212.5,-3.515,99.62
226.2,-2.941,197.3
220.4,-4.044,101.6
220.8,-3.639,164.8
220.3,-2.837,152.6
219.8,-3.237,125.5
215.9,-2.673,86.75
215,-4.239,98.27
221.9,-2.941,202.2
219,-3.37,146.8
224.1,-3.047,155.8
222,-3.41,173.8
222.6,-3.287,178
227.4,-3.376,162
220.1,-3.315,125.4
224,-3.182,127.3
230.2,-3.622,133.1
231.7,-2.876,161.6
212.2,-3.084,203.8
212.2,-3.825,142.4
221.6,-3.909,163.7
211.5,-2.597,161.4
228.9,-2.856,164.5
219.1,-3.215,134.2
227.3,-3.551,200.7
214.6,-3.217,183.2
230.1,-2.942,199.9
230.3,-2.931,196.6
207.6,-3.256,166.8
216.9,-3.221,199
216.3,-4.32,173.3
218.8,-3.629,183.7
225,-4.084,81.76
221.1,-3.382,187.2
227.6,-3.512,147.6
219.7,-3.078,131.2
220.2,-2.903,222.3
226.8,-2.844,168.4
217.7,-3.288,154.5
222.9,-3.152,156.4
217.8,-3.283,146.7
216.3,-4.011,133.4
213.1,-3.739,112.6
224.7,-3.201,147.1
225.6,-3.491,177.2
218.5,-3.565,130.2
225.9,-3.497,127.1
215.4,-1.969,190.4
213.8,-2.934,195.1
224.3,-3.832,149.3
218.2,-4.363,73.19
221.5,-4.685,116.2
211.5,-3.418,172.9
216.5,-3.003,180.5
231.4,-2.231,202.5
232.1,-3.785,114.4
233.5,-3.074,186
218.4,-3.125,148.6
217.8,-3.543,149.1
229.4,-2.604,157
224.1,-2.912,177.9
220.8,-3.316,183.2
215.6,-2.614,126.4
222.7,-3.988,196.5
219,-2.931,164.8
220.1,-2.932,159.8
223.9,-2.999,160
217.8,-3.306,141.5
220.3,-3.502,118
225.5,-3.454,183.2
228.3,-2.829,188.9
214.6,-2.887,144.5
218,-3.414,111.9
210.2,-4.508,97.62
221.5,-3.667,134.8
219.4,-3.705,95.14
217.9,-3.535,211
207.1,-2.562,179.3
224.8,-3.229,196.4
218.2,-3.186,173.7
228.5,-4.005,146.9
227.6,-2.773,142.9
220.3,-3.229,102.6
218.5,-4.488,113.4
219.2,-3.527,152.6
220.8,-2.602,192.6
214,-3.181,68.65
216.3,-3.674,183.5
215,-3.764,123.3
224.8,-2.247,162
220.1,-3.222,172.9
224.9,-3.713,224.5
217.7,-3.146,141.6
212.8,-2.522,136.3
217.5,-3.171,175.9
218.2,-3.34,171.3
224.2,-3.442,114.1
218.5,-3.11,197.7
222.3,-3.683,144.5
226.3,-4.869,112
224.3,-2.799,141
223.4,-2.888,148.5
218,-3.125,158.5
219.7,-4.169,189.2
221.4,-3.53,129.7
211.6,-3.512,132.7
215,-2.583,178.4
213.5,-3.339,106.9
231.2,-3.629,182.9
220.9,-3.588,161.8
220.9,-3.438,188.7
225.4,-2.982,163.8
225.7,-3.303,186.9
222.7,-3.254,152.8
220.7,-2.963,183.3
223.8,-3.64,175.8
223.4,-3.047,130.5
214.5,-2.465,180.3
209.1,-3.04,137
218.1,-2.282,159.8
220.2,-3.066,167.8
213.6,-2.999,153.3
226.1,-2.896,166.9
221.6,-2.901,146.4
222.6,-2.441,171.1
220.6,-1.935,154.6
221.4,-2.92,213
222.9,-3.448,185.7
219.1,-4.074,179.9
220.2,-3.181,154.7
229.7,-3.329,119.5
216.7,-4.685,178.2
219.1,-2.912,189.9
221.3,-3.689,166.2
215.3,-2.366,222.4
221.2,-3.878,135.2
226.8,-2.828,179.2
217.1,-4.046,259
212.4,-3.295,146.7
227.9,-2.465,203.1
223,-3.804,181.2
220.7,-3.49,152.7
220.1,-2.635,204.5
224.7,-2.689,200.4
216.7,-2.578,169.4
215.5,-3.736,166.4
219,-2.961,214.2
220.5,-3.096,142
225.7,-2.843,159
221.7,-3.034,196
215.8,-4.421,159.4
222.2,-2.24,141.1
217.9,-3.59,170.4
218.1,-3.327,118.6
227.1,-4.346,170.9
220.6,-2.6,186
215.7,-3.435,157.5
215.3,-3.012,130.3
230.4,-3.563,130.6
220.6,-2.793,152.2
218.8,-3.244,176
229.3,-4.076,162.4
222.1,-3.012,209.2
216.1,-3.12,124.7
226.5,-3.389,153.8
217.9,-3.569,142.6
213.7,-3.591,85.74
210.6,-4.481,179.6
214.3,-3.519,167.6
222.2,-3.847,161.8
226.2,-3.66,163.9
220.4,-3.462,195.1
222.2,-4.286,147.8
222,-3.735,101.4
221.9,-3.727,138.6
211.1,-3.276,140.6
218.6,-2.909,121.1
218.4,-3.59,125.1
217.3,-2.383,177.7
212,-3.12,149
217.9,-4.749,101
221.2,-3.335,129.9
220.7,-3.249,128
215.8,-3.439,133.8
223.9,-2.589,232.4
215.8,-2.164,215.5
217.7,-2.44,138.3
221.5,-3.491,169
229.6,-2.91,166.6
219,-3.306,210.6
224.6,-3.646,143.4
232.6,-3.156,122.9
228.9,-3.588,123.9
231.2,-3.052,182.1
214.1,-3.183,135.5
212.3,-2.954,140.3
229.1,-2.9,179.2
218,-2.579,154.3
221.4,-3.587,118.2
227.6,-2.755,138.1
224.4,-2.712,153
220.9,-3.093,121.5
221.5,-3.039,131.1
220,-2.552,177.3
217.3,-3.759,162.9
215.1,-2.937,142.8
214.6,-3.196,126.3
224.1,-3.326,112.6
224.3,-3.057,176.1
212.1,-3.43,132.7
221.1,-4.252,154.8
217.2,-2.399,155.1
220.2,-2.997,185.6
213.7,-3.109,107
224,-2.984,137.9
215.8,-3.833,170.8
230.6,-3.249,168.7
227.4,-3.21,132.3
212.3,-2.809,170.2
230.4,-3.536,176.8
212.4,-3.823,112.2
224.1,-3.915,141.5
227.5,-3.997,121.3
224.7,-2.834,170.8
228.5,-3.424,157.5
215,-3.693,150.4
220,-3.611,131.8
218.3,-3.989,98.39
223.3,-3.821,173.4
226.1,-3.552,153.5
221.5,-2.705,168
216,-2.534,184.1
222.2,-3.518,153.9
217.5,-3.901,150.8
229.4,-3.581,173.5
229.3,-3.372,178.1
227.8,-3.148,193.7
226.8,-2.846,159.8
220.7,-2.505,173.4
222.4,-3.6,164.7
219.2,-2.143,193.1
221.6,-3.341,161
216.8,-3.768,118.1
215.7,-4.249,134.4
225,-2.661,162.2
224.2,-2.867,133.3
221.6,-3.625,124.9
222,-4.329,140.2
228.1,-2.466,120.9
220,-3.117,145.9
227.3,-2.961,154.8
223.7,-3.758,163.9
219.1,-2.899,166.7
224.3,-3.69,141.1
221,-3.114,120.1
220.1,-3.268,186
223.8,-3.171,147.5
227.7,-3.891,172.4
209.3,-3.477,183.8
214.3,-3.325,176.2
226.6,-3.166,163.9
225.6,-3.693,189.4
219.9,-3.116,146
221.6,-3.287,150.2
216.6,-3.361,82.45
210.9,-3.244,194.5
220.4,-3.036,191.3
225.1,-3.317,156.4
221.4,-2.749,175.2
226.6,-3.008,190.5
217.8,-3.781,135.4
220.2,-3.5,158.9
215.8,-4.449,130.2
212.4,-3.717,82.57
224.8,-2.908,189.7
222.3,-3.31,157.3
225.9,-3.857,135.6
218.2,-3.481,150.8
215.9,-2.772,177.7
216.8,-4.07,106
227.4,-4.428,125.9
228,-4.09,119.9
218.1,-3.883,133
220.9,-3.313,86.2
212.5,-3.034,175.5
208.6,-3.372,197.1
226.4,-2.849,190
224.2,-4.019,197.9
216.6,-3.478,163.9
214.8,-3.302,106.9
224.2,-3.396,197.2
221.3,-3.158,112
221.8,-2.661,179.7
219.7,-2.865,149.5
232.1,-2.948,218
221.5,-3.429,159.4
214,-3.025,156.5
220.9,-3.525,125.5
217.7,-2.962,160.5
217.1,-3.07,173
219.1,-3.003,163.8
209.8,-2.854,126
221.1,-2.802,152.6
217.2,-4.015,73.97
214.6,-3.507,150.9
221.6,-3.494,146.5
220.6,-3.744,165.5
217.8,-3.423,119.9
226,-4.138,136.5
222.8,-3.8,145.4
217.5,-3.18,154.9
224,-3.049,189
222.7,-3.113,114
215,-3.414,131.5
218.4,-4.094,76.98
224.1,-3.321,222.6
230.4,-3.159,164.8
226.4,-3.587,199.8
216.9,-3.109,141.4
226.6,-2.739,181.4
221.5,-3.237,144.4
226,-3.513,160.2
223.2,-2.544,160.4
229.5,-2.975,172.7
219.9,-2.755,146.4
212.8,-3.489,113.5
224.8,-2.314,201.2
219.6,-2.836,151.8
209.4,-3.556,149.5
211,-2.683,129.6
215.4,-3.389,205.4
223.7,-2.466,176.6
219.4,-3.227,174.4
226,-2.658,156.1
222.3,-3.21,195.3
218.7,-3.265,160.9
220.1,-3.284,149.5
213.1,-2.307,132
227.7,-2.398,191.2
224.5,-3.719,146.6
222.8,-3.771,139.8
223.6,-3.226,191.4
228.8,-3.368,128.5
220.5,-2.996,164.8
219.2,-3.212,157.8
221,-3.477,176
216.6,-3.325,186.6
218,-2.993,158.7
217.7,-3.362,180.4
222.5,-3.249,187.2
226.7,-3.858,179.2
223.3,-3.367,181.8
227.2,-3.007,161.4
224.3,-3.789,125.5
226.3,-3.679,185.6
227.4,-3.717,140.8
219.8,-3.045,190.8
221.9,-3.477,144.6
229.1,-3.868,187.5
218.8,-2.97,115.5
219.5,-3.419,153.4
221.5,-4.219,209.1
219.3,-3.649,223.8
215.5,-3.691,114.9
229.6,-3.605,119.1
229.4,-3.685,130.3
224.4,-3.448,174.4
229.2,-2.713,187.3
219.8,-4.034,170.7
225.9,-3.38,146.2
220.2,-3.507,128.5
217.9,-4.816,210.1
223.6,-3.908,146.1
227.8,-2.994,188.3
221.8,-2.443,183
217.7,-3.878,186.6
214.6,-3.504,102.1
225.5,-2.444,142.1
224.5,-3.199,135.7
224.7,-3.542,130.4
218.4,-3.403,170.2
221.3,-4.13,133.3
219.5,-3.344,171.9
223.8,-3.353,139.1
231.3,-3.21,158.6
227.3,-3.081,173
224.5,-4.119,120.8
225.4,-2.621,150.6
223.2,-3.703,164.9
230.9,-3.565,183
216.3,-3.348,157.3
219.5,-3.205,162.6
221.5,-3.126,159.5
220.6,-3.345,171.6
227.4,-3.68,187.9
214.8,-3.295,173.8
222.7,-3.984,119.3
229.7,-3.225,149.4
225.1,-3.195,166.7
219.2,-3.487,154.6
219.3,-3.605,139.8
211.4,-4.285,139.8
232.3,-3.087,192.3
217.7,-3.573,153.6
217,-2.336,131.7
217.4,-2.494,201.2
213.2,-3.746,172.6
221.5,-2.755,154.6
224.8,-3.203,143.7
223.4,-3.435,151.6
215.3,-3.181,127.1
226.6,-2.932,135.4
221.9,-3,175.9
224.1,-3.016,115.4
220.9,-3.871,120.6
221.6,-3.648,171.8
224,-3.096,144.1
220.1,-3.4,153.2
225.3,-3.765,137.6
222.2,-3.191,120.6
208.6,-3.841,139.1
215.9,-2.759,148.7
219.4,-2.585,191.2
218.8,-2.67,196.6
218.3,-2.765,190.2
219.6,-3.049,132.8
219.1,-3.016,200
222.2,-2.883,152.6
223.2,-3.43,202.2
224.6,-3.227,160.2
215.3,-3.1,205.1
222.9,-3.048,164.2
225.3,-2.953,202.3
223.6,-3.344,200.8
220.1,-3.759,158.8
219.1,-3.255,174.9
221.5,-3.154,164.7
222.6,-4.55,86.81
222.9,-2.489,206.3
226.8,-2.921,162.3
226.4,-3.118,179
224.9,-3.426,171.5
224.9,-2.965,181
218.8,-3.101,195.6
221.2,-3.645,140.5
217,-3.388,155.5
219.5,-2.795,145.8
218.7,-3.788,133.5
225.5,-3.775,207
222.2,-3.287,137.4
225.5,-3.193,136.6
215.7,-2.947,123.9
210.4,-3.824,174.6
222.7,-3.916,112.7
226.9,-2.672,184.4
217.7,-3.245,149.6
221.8,-3.236,154.6
218.9,-2.43,144.9
224.3,-4.131,143.8
216.7,-2.057,176.1
225.2,-2.886,186.4
214.1,-3.159,129.5
215.9,-3.273,111.1
224.6,-3.662,135.2
213.9,-3.798,145.9
221.6,-4.264,180
208.8,-2.767,132.7
221.3,-3.088,184.8
219,-3.931,136.9
