beta0,beta1,yp
223.6,-3.515,171.3
217.1,-3.339,171.6
214,-2.998,98.76
226.5,-3.029,186.4
221.2,-3.766,168.3
221.9,-4.079,123
222.7,-3.653,169.7
221.5,-3.201,123.5
228.1,-2.637,208.9
214.7,-2.964,192.2
226.3,-2.668,182.4
231.5,-4.438,155.6
223.5,-3.816,175.7
222.5,-4.155,169.7
217.6,-2.925,191.2
225.4,-3.497,163.9
225.1,-3.461,167.3
217.1,-3.335,171.2
215.3,-3.118,139.1
221.7,-2.764,167
223,-2.717,151.5
226,-2.152,204.9
221.3,-2.931,218
219.9,-3.684,157.2
224.3,-3.179,127.1
226.6,-3.642,164.8
214.6,-3.431,194.3
212.5,-1.553,162.5
215.9,-2.667,138.9
221.9,-2.789,224.4
213.9,-4.242,167.7
218.8,-3.206,202.9
209.2,-3.937,135.8
220.7,-3.11,168.1
218,-3.094,112.3
223.9,-3.073,150.6
220.1,-3.544,150.9
228.2,-2.642,121.1
219.1,-2.828,160.6
229.7,-3.879,108.2
226.7,-3.587,127.2
217.5,-2.925,218.1
222.9,-2.737,189.6
218.9,-3.116,139.3
222.5,-3.522,201.8
209.9,-4.098,264
225.4,-4.349,130.2
220.5,-3.664,164.2
226.3,-2.956,190.3
211.4,-3.551,139.6
214.5,-2.192,156.5
220.9,-3.132,178
218.9,-2.591,219.2
225.9,-3.206,182.8
225.4,-3.946,126.9
217.3,-3.295,182.2
226,-2.381,231.7
224.5,-4.22,165.7
233,-4.064,182.3
224,-2.374,195.2
216.3,-3.136,207.4
226.6,-4.191,80.45
225.6,-3.117,247.4
221.4,-2.704,117.7
230.2,-4.803,123
223.8,-2.483,188.4
226.3,-2.692,128.3
219.3,-3.864,163.2
226.4,-3.24,119.3
225.7,-3.733,209
217.2,-2.687,146.5
223.5,-3.773,139.9
225.1,-3.622,137.4
221.6,-3.272,129.1
223.3,-3.671,184.1
225.4,-3.399,148.5
222.4,-2.741,231.2
220.6,-3.215,113.3
215.2,-3.69,95.32
218.7,-3.246,148
219.1,-4.21,115.5
217.5,-2.641,186.8
218.2,-3.269,172
213.2,-3.251,210.1
222.5,-2.351,186.1
213.4,-3.169,141.9
221.8,-3.348,155
226.1,-3.918,175
216.3,-3.496,186.9
215.9,-3.379,146
215.7,-3.232,145.7
225.7,-3.551,191.4
220.7,-2.805,149.9
214.9,-2.948,172.6
216,-3.337,159.6
215.9,-4.104,147.4
219,-2.943,153.4
228.7,-4.15,175
219.1,-2.82,145.2
210.7,-3.502,109.1
222.2,-3.44,214.7
216.5,-2.772,125.1
215.8,-3.942,140.7
221.6,-4.11,146.4
218.4,-3.9,132.3
226.5,-3.337,165.4
223,-2.371,211.2
215.2,-3.266,172
220.6,-4.371,113.3
229,-3.902,174.5
222.3,-2.863,186
230,-3.38,226.1
211.4,-2.849,95.3
221.4,-4.869,116.7
223,-3.297,155.5
212.6,-3.664,203.2
223.7,-3.443,150.7
219.1,-3.074,181
216.7,-3.267,131
217.1,-3.852,118.8
220.3,-3.641,120.1
218.8,-3.358,148.9
230.1,-3.614,177.2
219.4,-2.547,167.1
217.9,-3.585,140
228.2,-3.392,158.5
225.5,-3.403,177.1
222.8,-4.267,94.7
215,-3.583,122.4
219.4,-2.761,171.6
213.2,-2.237,122.2
222.3,-3.432,186.8
217.2,-3.245,160.9
227.4,-3.044,125.4
216.3,-3.819,104.8
217.9,-4.176,213.3
217.3,-3.661,162.8
220.5,-3.557,195.3
235.6,-3.528,150
213.8,-2.91,98.64
220.6,-3.303,202.2
226,-2.562,188
214,-3.5,135.7
229.4,-2.875,195.9
204.8,-2.952,128.1
218.5,-2.978,167.2
216.5,-3.452,132.7
227.3,-2.471,177.3
224.2,-3.683,137.8
221.4,-3.044,158
223.1,-3.602,181.5
215.7,-2.731,178.4
220.4,-3.195,179.1
219.2,-3.415,176.5
222.8,-2.428,170.1
224.3,-3.487,196
217.7,-3.156,149.5
220.9,-3.136,172.3
219.9,-3.981,142.7
229.3,-3.434,243.3
223.7,-4.02,99.47
211,-2.24,160.6
216.3,-4.094,227.9
223.4,-3.157,127.4
216.6,-4.067,144.8
222.6,-2.855,149.9
223.5,-3.247,207.1
217.1,-3.173,158.1
222.4,-2.903,175.2
233.3,-2.568,170.2
225.1,-3.382,152.1
221.4,-4.052,145.6
226.1,-4.154,125
222.2,-1.633,161.6
218.6,-3.143,147.4
217.9,-2.778,158.3
223.7,-4.115,168.7
218.9,-3.05,193.6
230.2,-4.294,112.8
230.2,-2.52,127.3
226.7,-3.015,189.4
215.7,-3.424,119.5
224.4,-3.874,207.4
220.3,-3.912,116.6
218.9,-4.538,154.7
225.1,-4.105,128
229.4,-3.914,135
207.2,-3.118,135.9
220,-3.111,136.9
216.9,-3.703,138.6
224.9,-2.846,147.4
229.3,-2.986,119
221.5,-2.905,188.6
231.3,-4.13,103
230,-2.807,168.1
226.2,-3.22,178.6
221.6,-4.131,130.1
228.5,-2.939,178.2
225.7,-3.878,145.5
218.6,-3.986,157.5
221,-2.892,205.8
223.6,-4.123,160.9
222.7,-3.506,200.6
222.4,-2.29,168
228.9,-3.358,222.4
227.4,-3.335,208.9
218.5,-2.821,187.8
224.8,-3.03,173.4
219.2,-3.054,125.9
223.3,-3.036,186.9
213.1,-3.28,175.3
212.7,-3.333,111
224.8,-3.264,147.8
224,-3.042,182.4
224.5,-2.69,184.2
213.1,-4.167,115.1
219.3,-3.74,203.4
216.6,-3.91,156.9
228,-2.538,154.8
224.7,-3.798,180.6
218.6,-3.276,154.6
222.4,-3.524,123.2
220.9,-3.538,191.3
215.9,-4.224,181.8
225.7,-3.956,110.3
226.5,-3.881,179.9
223.5,-2.929,178.8
218.2,-4.542,103.8
221.1,-3.139,251.5
222.7,-3.296,98.73
224.3,-3.244,169.3
221.7,-3.622,129.1
224.1,-2.918,181.3
224.3,-2.931,233.1
226.7,-3.188,166.3
217.5,-3.011,169.3
222.4,-2.306,190
227.9,-3.009,205
220.4,-4.181,170.9
225.8,-3.713,175.8
222.3,-3.335,150.3
217.9,-3.961,145.3
216.4,-2.897,179.9
217.3,-2.842,183.9
221,-3.632,157.1
228,-3.469,154.4
228.7,-3.735,155.7
217,-2.938,165.1
230.2,-3.442,138.6
223,-3.702,128.7
219.5,-2.808,169.9
219.7,-3.865,160.1
224,-3.144,150.7
222.5,-2.943,216.3
221.5,-3.074,202.2
228.5,-3.613,168.7
215.8,-4.182,151.1
219.6,-3.717,92.72
218.4,-3.282,155.2
229.1,-3.249,175.2
224.6,-3.591,135.8
218.4,-2.489,130.8
219.6,-3.421,148.1
225.6,-3.44,198.2
212.3,-3.277,99.56
225.2,-2.927,182.9
228.2,-2.861,167.8
223.5,-4.15,141.6
218.2,-2.578,182.6
232.9,-3.757,113.1
228.6,-3.317,170
217,-4.322,71.31
216.3,-2.941,181.6
216.7,-3.256,116
220.4,-3.946,178.3
220,-2.903,128.1
218.9,-3.135,182.4
219,-2.835,218.8
222.5,-2.866,172.6
219.3,-3.196,196.8
227.4,-2.87,171
223.1,-3.116,187.8
220,-2.32,135.9
218.8,-2.423,190.7
223.3,-3.836,149.8
217.3,-2.974,150.7
215.5,-2.885,191.8
218.7,-3.389,187.5
220.4,-3.609,128.7
213.8,-3.126,158.8
213.1,-3.425,172.4
219.2,-3.407,177.7
223.2,-3.059,155.8
224.4,-3.425,161.8
216.2,-2.992,172
221.7,-3.932,117.5
218.3,-3.136,164.3
223.9,-3.812,133.7
225.4,-2.733,143.9
213.2,-2.867,134.7
221.1,-3.348,138.9
220.5,-3.379,128.7
218.8,-3.197,244
214.8,-2.467,205.3
219.2,-3.107,148.9
230.1,-3.405,163.1
219,-3.55,174.7
228,-3.436,166
221.4,-3.467,174.7
220.9,-2.799,132.4
217.9,-3.407,168.9
221.3,-3.824,155.6
222.9,-3.61,163.4
225.3,-2.862,159.9
224.6,-4.124,118.6
226,-2.874,262.3
217.3,-3.494,107.2
225.4,-3.493,151.9
222.2,-3.722,185
224.2,-3.157,166.2
231.8,-4.172,176.4
227.4,-3.129,150.5
215.4,-2.714,171.7
227.2,-3.971,98.01
216.2,-3.328,140.5
223.9,-3.098,194.6
219.1,-3.978,190.9
217,-3.879,135.1
224.1,-3.064,218.5
229.5,-4.757,173.9
225.4,-2.351,212.3
223.4,-3.407,92.08
217.6,-3.316,170.5
214.8,-3.721,152
210.9,-3.793,115.9
220.5,-2.298,190.5
219,-2.83,152
225.4,-3.192,120.5
225.8,-3.674,126.9
216.6,-3.467,158.3
217.3,-3.876,119.9
226.6,-3.857,123.1
228.6,-2.346,241.8
227.2,-2.802,165.3
218.3,-3.804,182.5
219.3,-4.086,141.2
214.6,-4.314,121.8
219.8,-3.777,127.5
221.9,-2.753,163.2
217.3,-3.145,188
225.3,-2.974,122.8
215.7,-2.842,253.2
218.7,-2.925,154.9
216.7,-3.229,107.5
220.4,-3.37,122.2
223.3,-3.06,125.2
221.4,-3.388,170
223.2,-4.239,140.5
221.1,-2.345,197.8
226.2,-3.415,179.7
217.2,-3.246,186.7
227.8,-3.03,167.6
223.2,-2.765,195.6
218.3,-3.205,171.9
219.4,-3.12,148.5
218.9,-2.348,216.3
224.9,-2.662,187.9
218.4,-3.369,101.8
210.6,-2.604,136.4
224.8,-3.417,161.6
220.8,-3.057,107
220.3,-3.5,178
227.2,-3.87,165
223.2,-2.958,179.8
216.1,-3.236,114.7
222.2,-3.404,130.3
218.4,-4.169,187.1
237.3,-3.112,169.5
221.2,-3.699,148.4
231.6,-2.653,159.9
222.1,-3.497,122.7
218.8,-3.083,162.7
215,-4.003,150.1
225,-2.788,186.9
226.8,-2.976,198.2
220.8,-3.973,163.8
214.5,-3.278,198.5
226.5,-2.903,153.2
221.7,-3.963,129.8
222.8,-4.117,181.2
217.6,-3.458,132.7
214.9,-2.936,123.4
215.3,-2.502,198.4
220.9,-3.659,149.9
219.1,-3.72,141.2
226.1,-3.08,160.1
218.3,-3.568,147.7
225,-3.11,192.8
227.8,-3.549,171.5
215.3,-4.028,170.2
230.7,-2.631,193.6
217.3,-3.672,127.6
222.1,-3.232,187.2
219.9,-3.845,146.1
221.7,-3.377,154.1
217.1,-3.094,174.3
225.4,-2.649,163.4
224,-4.168,143.6
220.7,-3.369,145.3
220,-3.275,166.1
222,-3.354,91.9
227,-4.074,119.3
218.5,-4.292,122.7
217.3,-3.656,128.5
226.4,-2.318,162.2
225.1,-2.705,204.5
222,-3.349,79.64
223.3,-3.317,184.4
215.2,-3.375,193.4
221.5,-3.203,155.6
223.6,-3.771,130.9
231,-4.137,158
217.4,-2.216,166
213.2,-3.382,98.17
214,-3.738,83.27
215.1,-2.947,126.5
213.3,-3.605,139.9
211.5,-1.925,209.2
224.8,-3.797,135.6
224.9,-3.332,137.3
223.9,-3.031,162.1
220,-3.616,145.5
216.9,-2.924,204.9
226.2,-4.033,192.6
215.5,-2.903,189.7
235.6,-3.5,148.6
214.6,-3.521,166.9
226.8,-3.398,185.8
223.2,-2.964,160.4
224.7,-4.072,139.5
219.3,-4.092,109.5
215.4,-3.69,122
214.9,-3.925,154.9
223.3,-3.641,150.5
227.9,-2.895,189.5
213.9,-3.7,162.7
212.6,-3.052,171.3
217.7,-3.513,105.2
219.4,-2.847,127.7
230.4,-4.487,143.4
226.8,-3.21,118.3
225,-2.774,192.5
226,-2.008,169.2
218.7,-3.231,189.2
215.7,-4.23,127.4
221,-3.176,134
216.4,-2.115,193.9
212.5,-3.635,138.5
215.9,-3.345,117.1
223.8,-3.73,172.6
231.6,-3.668,188.5
223.8,-3.348,206.6
222.3,-3.566,171.2
209.6,-2.984,177.6
226,-3.072,181.1
220.2,-3.404,127.3
216.7,-2.802,146.8
218.4,-3.335,100.1
230.5,-2.953,197.4
219,-3.278,154.6
217.9,-2.187,229.5
225.9,-2.172,199.1
222.3,-4.36,107.8
223.7,-3.342,131.5
219.1,-2.966,117.9
227.5,-3.376,128.6
229.9,-2.52,167.7
220.8,-3.383,158.1
225.3,-2.821,186.6
223.9,-4.122,128
225,-3.055,204.4
220.8,-3.846,144
217.8,-4.553,112.8
216.4,-2.931,117.5
219.8,-3.414,132.4
224.7,-3.436,168.3
225.1,-3.021,156.3
225.8,-3.348,183.5
214.4,-3.827,132.4
221.1,-3.313,143.7
219.3,-2.886,197.5
229.4,-4.148,135.5
225.4,-3.176,128.6
217.7,-3.67,127.1
225.6,-3.075,177.2
227.9,-3.523,147.4
219,-3.157,139.2
229.7,-3.167,116.9
223,-2.524,176.5
218.4,-1.879,192.1
216.5,-3.183,142.1
215.3,-3.217,133.1
213.7,-2.198,156.9
212.7,-3.59,159.1
224.4,-3.059,174.2
213.4,-4.282,121.1
214.1,-2.745,166.2
218.5,-2.742,155.8
241,-4.101,123.1
221.5,-2.066,189.6
223.6,-2.882,153.2
218.8,-4.232,198.6
222.3,-3.507,111
219.9,-3.721,83.97
220.1,-3.028,137.2
217.2,-3.816,163.2
214.7,-2.618,161.2
206,-2.919,203.4
222.7,-2.717,125.3
228.2,-2.44,177.7
216.3,-3.126,98.69
217.6,-3.216,175.9
214.7,-2.605,198.6
218.9,-3.291,125
220.3,-2.854,96.38
220.8,-3.243,156.7
218.9,-4.293,162.4
216.1,-2.092,199.7
222.6,-3.557,183.3
218.5,-3.275,133.4
215,-2.73,182.1
218.8,-3.854,185.9
216.9,-3.897,161.7
216,-3.069,152.6
221.9,-3.482,161.2
221.7,-3.228,159.9
227,-3.274,156.3
221.6,-4.018,117.2
217.7,-2.93,199.1
215.3,-3.065,149.4
223.9,-2.545,179.5
222.1,-3.215,165.5
232,-3.152,181.8
228.4,-3.481,150.9
231.2,-3.369,125.8
220.4,-1.864,144
228.8,-3.387,262.2
218.5,-4,178.9
226.8,-2.497,228.6
214.2,-3.447,144.7
222.3,-3.295,160.8
218.3,-3.131,179.2
220.1,-3.691,206.5
218.6,-3.64,180
216.1,-3.15,209.7
224.9,-2.564,194.4
213.2,-3.378,134.7
211.8,-3.504,110.7
209.5,-2.261,191.8
233,-4.237,165.1
231.9,-2.768,170.2
231,-4.21,172.7
223.1,-3.299,125.9
218,-4.111,85.61
219.5,-3.448,147.8
223.1,-3.712,154.6
220.6,-3.258,156.7
215.7,-3.738,187.4
229,-3.058,147.1
225.6,-2.519,145.5
218.6,-3.23,141.8
226.2,-4.317,171.9
226.4,-3.42,185.9
224.8,-4.386,137.1
231,-2.378,151.5
217.6,-3.23,157
225.5,-2.947,174.5
218.1,-3.702,164.6
219.1,-3.624,174.5
224.5,-2.992,167.3
221,-4.04,117.6
215.8,-3.337,76.8
233.7,-3.648,129.5
214.5,-3.903,152.3
217.9,-3.841,184.1
219,-3.449,142.9
227,-2.683,199.6
216.9,-3.69,145.8
220.5,-3.236,184.6
228.2,-2.295,170.2
219.1,-3.255,151.4
224.7,-4.156,127.3
213.2,-2.808,167.3
218.6,-3.195,164.9
226.2,-3.461,207.1
219.9,-2.924,193.6
214.8,-3.335,160.6
215,-3.471,113
219.1,-3.868,151.9
224.7,-2.706,187.4
221,-3.297,192.3
218.6,-2.962,135.5
217.8,-3.422,141.4
233.3,-3.758,184.7
217.9,-3.491,124.7
218.4,-3.225,158.4
220.9,-3.413,104.6
209.2,-3.425,132.4
221.9,-2.083,114.6
217.2,-3.671,190.2
209.3,-3.098,91.46
227.9,-4.109,154.7
222.9,-3.149,136.1
220.7,-3.838,103.4
222.3,-3.822,152.6
223,-2.839,125.1
218.7,-2.672,167.3
223.4,-2.691,90.03
209.8,-3.223,111.1
223.4,-3.874,135.5
224.9,-2.392,198.5
230.6,-3.23,111.9
224.7,-2.997,134
222.5,-3.593,145.4
220.8,-3.107,132
224.6,-3.433,148.8
224.7,-3.486,144.8
222.9,-3.317,157.2
219.9,-3.759,164.8
222.6,-4.029,59.48
231.8,-3.113,222.4
215.9,-2.594,155.3
214.9,-2.965,142.4
228.8,-3.712,183
224,-2.959,171.6
227.5,-4.097,123.4
219.7,-3.463,103
218.7,-3.14,159.9
213.9,-3.516,85.42
224.4,-3.475,241.7
215.8,-2.789,120.6
218.4,-3.574,172.5
220.3,-3.349,140.9
219.7,-2.093,234.5
212.6,-3.568,154.4
227.6,-3.611,191
222,-3.38,155.4
217.2,-3.553,145.5
220.3,-3.894,137.6
217.8,-2.957,127.8
217.7,-3.031,166.5
210.8,-2.755,152.4
229.1,-2.612,176.5
219.3,-3.42,145.6
218.8,-3.375,166.3
217.5,-2.823,152.3
225.2,-3.83,122.9
217.1,-4.451,102.8
209.8,-3.258,179.5
221,-4.386,99.95
209.3,-4.054,153.4
218.9,-4.033,102
214.2,-3.865,151.8
222.1,-2.624,162.2
227.2,-3.597,132.1
231.2,-3.908,91.14
215,-2.987,189.1
223.6,-3.024,189.1
224.2,-3.494,107.9
221.1,-3.022,138.9
227.1,-3.847,183.7
214.2,-3.512,169
220.7,-3.804,110.9
223.9,-2.523,155.9
220.9,-3.018,169.8
219.7,-3.507,186.5
219.7,-3.644,170.8
211.6,-2.653,194.4
214.4,-2.699,172.8
224.1,-2.635,155.4
221.6,-3.362,144.4
223.7,-3.329,149.7
209.2,-3.164,137.5
221.8,-4.744,116.3
215.7,-2.972,96.54
215.8,-3.311,170.4
219.9,-3.681,177.5
222.5,-3.512,170.2
221.4,-4.249,132.1
211.5,-3.912,170.5
225.9,-3.408,165.2
204.2,-3.585,145.8
216.4,-3.211,151.9
230.2,-3.447,164.7
221.6,-3.494,134.5
224.2,-3.214,165.5
223.8,-3.363,171.6
220.8,-3.75,116.6
222.9,-2.902,183.4
221.2,-3.26,155.7
218.2,-3.724,137.2
220.5,-3.933,157.2
216.3,-3.504,103.7
213,-4.19,159.1
219.9,-2.823,159.9
218,-2.692,138.7
220.1,-3.401,138.6
226.2,-3.143,176.8
218.3,-3.864,174.1
215.9,-3.549,160.1
217.9,-3.814,157.9
224.3,-3.424,150
217.5,-2.489,171.7
216.7,-3.872,150.1
225.1,-3.664,156.8
222.5,-3.779,152.9
220.5,-3.959,146.7
221.8,-2.552,155.4
216.6,-2.599,186.4
217.7,-2.847,171.8
216.8,-2.661,145.1
231,-2.864,161.1
222.3,-2.454,187.8
219.4,-3.628,164.3
228.1,-3.156,235.5
221.1,-3.819,149.8
214.4,-2.678,206
216.5,-3.713,117.7
218.3,-2.471,132.8
229.6,-3.612,163.8
221.1,-4.091,146
214.1,-3.091,132.3
219,-2.951,156.5
225.1,-3.606,177.2
221.4,-3.031,164.1
214,-2.563,139.7
222.3,-2.896,122.1
230.9,-2.857,159.3
217.7,-2.977,170.3
214.7,-3.631,167.8
211.7,-3.189,132.9
220.2,-3.291,154.8
228.1,-3.239,175.6
230,-3.789,100.4
223.9,-3.808,179.8
220.9,-3.882,127.2
214.3,-3.786,155.7
219.6,-3.647,153.7
219.2,-3.593,159.1
222.1,-3.67,161.6
220.4,-3.231,173.8
220.2,-2.833,177.9
221,-3.858,113.9
216.1,-3.134,164.2
222.6,-2.981,217.2
223.3,-2.812,141.9
222.4,-3.542,133.8
213.3,-2.918,192.4
225,-2.831,188.7
222,-3.415,169.8
226,-3.191,110
226.3,-1.308,155.5
219.3,-4.043,155.1
220.7,-2.648,134.2
222.1,-3.88,128.1
216.6,-3.387,206.3
232.4,-3.864,195.6
227.6,-2.909,146
219.1,-3.457,176.6
224.4,-4.333,134.2
221.1,-3.613,100.8
216.3,-3.178,133.4
222.4,-3.243,194.2
224.9,-3.896,160.7
213.6,-3.811,146.7
222.9,-2.936,155.2
213.1,-2.908,147.4
218.2,-2.329,155.9
220.1,-3.974,118.4
223.5,-4.502,136.6
223.8,-3.43,182
235.2,-2.773,154.7
212.3,-3.506,156.2
222,-4.202,135.2
214.9,-2.921,195.4
222.4,-3.917,146.4
219.6,-2.903,126.9
221.8,-3.789,166.9
217.9,-2.843,218
225,-3.276,115.1
229.4,-2.862,165.2
225.4,-3.681,116.7
225.4,-2.697,146
218.5,-3.698,135.3
222.3,-3.482,133.2
222.6,-2.117,155.7
222.7,-3.296,204.8
226.1,-3.62,178.8
216.3,-3.58,152.2
215,-4.324,125
218.7,-4.303,130.6
224,-3.291,156.9
220.6,-3.979,150.4
214.1,-3.752,137.1
205.3,-3.257,101.8
230.9,-3.516,180.5
215.7,-3.402,180.5
222.9,-2.515,181.5
222.1,-3.551,167.4
228.6,-3.787,92.29
220.1,-4.255,165.5
226.6,-2.755,189.5
221.9,-3.223,138.5
212.9,-3.715,109.3
214.7,-3.903,81.14
222.3,-3.103,223.2
225.9,-4.324,140.7
217.6,-3.096,160.7
223.1,-3.359,163.2
217.5,-3.617,117.1
224.3,-2.505,177
220.5,-2.653,150.5
221.9,-3.958,101.4
216.5,-2.851,107.4
215.8,-3.065,145.5
219,-2.213,182.3
219.6,-3.433,128.7
222.5,-2.857,141
218.4,-3.402,132.7
234.6,-3.125,209.3
213.4,-3.521,206.9
219,-3.577,142.7
223,-3.104,162.1
218.4,-2.597,154.9
219.5,-3.236,151.5
223.8,-3.422,165.5
219.9,-2.732,176.3
214.5,-3.065,187.6
231.2,-3.611,131.1
227.3,-2.803,214.3
228.4,-2.434,215.8
219.5,-3.672,131.5
223.1,-3.512,111.6
232.2,-3.384,189.7
224.4,-2.891,154.4
216.7,-3.546,166.9
220.6,-3.856,172.9
216.5,-3.173,203.8
216.1,-3.258,142.2
214.9,-4.151,105.1
224.1,-2.485,141.1
226.3,-3.001,201.9
228.2,-2.673,178.3
222.2,-3.624,173.8
228.6,-3.331,188.1
224.8,-3.101,222.6
214.8,-2.805,161.8
219.8,-3.017,166.7
224.5,-3.012,172.6
215.6,-3.477,142.6
219.5,-3.374,172.3
217.6,-2.22,161
219.3,-2.807,168.5
233.8,-3.159,214.8
220.5,-2.999,135.5
217.3,-3.619,152.9
229.4,-3.943,146.9
217.6,-3.485,82.87
218.9,-2.703,164.5
211.2,-3.372,169.7
218.6,-3.243,131.5
222.5,-2.171,256.5
223.6,-3.255,168.4
220.9,-2.671,208
218.7,-3.001,127.9
229.4,-3.177,156.4
226.3,-3.852,130
219.4,-2.725,113.6
219.2,-2.862,142.6
224.3,-3.209,155.2
220.6,-3.39,208
224.4,-3.265,114.1
220,-2.765,185.8
221.9,-3.455,138
220,-3.195,152.9
225.6,-3.343,182.6
214.4,-3.267,133.3
222.1,-2.437,185.7
226.5,-4.414,175.8
221.1,-4.106,184.8
221.6,-3.877,166.2
226.4,-3.57,165.2
220.3,-2.972,155.7
217,-3.819,148.2
225.8,-4.098,90.04
227.7,-3.798,98.28
230.3,-3.601,162.6
212.8,-3.802,129.1
226,-4.331,154.3
218.2,-3.674,132.4
220,-4.038,70.99
226.2,-2.628,199.6
221.6,-3.41,188.3
213.6,-4.049,116.7
215.6,-3.88,135
224.6,-2.159,217.7
221.8,-3.593,172
227.2,-3.803,163.5
221.1,-3.226,135.7
223.7,-2.614,129.4
223.4,-3.273,136.1
224.7,-3.292,152.9
215.2,-2.735,177.1
220.4,-3.199,140.8
222.9,-2.903,166.4
220.3,-2.868,191.3
216.3,-3.796,153.1
215.4,-3.767,107.9
219.1,-3.653,173.6
212.3,-3.898,121.5
228.1,-3.874,180.7
223.4,-3.066,174.5
222.5,-3.428,163.5
221.9,-2.507,194.9
221,-2.629,197.4
225.5,-2.95,170.9
225.4,-3.012,180.9
225.7,-3.268,129.3
225.6,-3.54,155
222.1,-3.162,190.9
224.4,-4.109,139.8
225.5,-1.449,291.9
223.3,-4.153,168.8
218.9,-4.087,138.3
220.7,-3.534,125.2
215.9,-3.548,119.7
221.6,-3.909,153.4
221,-2.596,82.81
224.2,-3.962,215.7
220.2,-3.911,191
222.8,-4.886,196.2
225,-3.955,102.5
217.4,-3.273,141.2
217.5,-2.891,184.5
217.6,-3.978,120.7
225.8,-2.857,149.6
225.2,-3.42,93.57
230.5,-3.279,149.3
224.9,-2.835,161.7
223.1,-3.418,156.3
215.7,-3.26,131
215.4,-2.992,197.6
219.6,-4.073,66.68
221.7,-3.899,152.7
209.1,-2.689,164.6
223.7,-3.336,166.3
214.4,-3.186,180.9
224.4,-3.373,120.5
222.4,-3.296,179.3
217.7,-3.879,138.8
218.8,-2.616,72.25
222.3,-2.011,164.2
217.3,-3.736,115.3
218.7,-3.076,146.2
223,-4.174,152.1
225.7,-3.175,148.1
222.7,-3.328,184.8
224.9,-4.028,112.5
221.2,-3.51,194
223.6,-2.895,194.4
227.5,-3.823,178.8
221.3,-3.087,199.9
222,-3.305,160.8
218.3,-3.571,132.5
220.8,-2.975,191.4
216,-2.731,174.1
218.7,-2.534,171.3
221.1,-2.977,206.4
226.1,-2.895,152.7
231.7,-3.424,153.7
218.8,-3.493,124.1
214.9,-3.105,136.6
213.8,-2.582,157
217.4,-3.419,61.02
217.7,-3.027,161.3
221.8,-3.497,157.7
229.9,-3.105,160.4
227.9,-3.598,170.9
225.7,-3.657,218.4
218.1,-3.6,144.7
214.2,-3.322,103
222.5,-2.463,138.4
211.4,-3.896,123
223.5,-2.948,137.7
228.9,-3.135,97.39
212.1,-3.502,173
221.5,-2.946,110.2
217,-3.464,114.8
220.1,-3.252,138.7
221.1,-3.238,132.8
231.1,-2.669,182.9
229.1,-4.026,122.6
223.8,-2.846,159.4
219.6,-2.718,188.4
212.7,-3.588,154.1
223.1,-3.069,133
222.3,-3.401,153.5
224.4,-4.039,215.7
223.5,-3.411,149.4
221.1,-3.624,180.2
218.4,-4.024,122.9
227.3,-3.255,148.6
216.8,-3.866,114.6
216.3,-3.086,203.1
211.6,-2.738,175.4
221,-5.16,131.4
232.6,-2.858,253.5
234.6,-2.492,221.9
234.4,-4.269,179.9
221.9,-3.263,137.2
214.1,-3.388,136.2
224.6,-3.256,162.4
227.1,-3.057,214
224.2,-2.159,227.1
223.2,-3.09,189.8
211.5,-3.153,171.1
217.4,-4.177,147.4
219.6,-3.705,109.3
221.5,-3.492,123.1
215.5,-2.254,200.8
239.7,-2.962,241.3
224,-3.933,255.8
222.8,-3.097,41.14
223.9,-3.953,178
223.9,-3.043,171.8
228.1,-3.381,204.2
228.4,-3.38,149.7
225.6,-3.172,104.9
225.6,-4.243,105.2
216.9,-3.728,112.1
214.6,-3.122,157.3
224.1,-2.859,190.3
233.8,-2.892,214.8
224.4,-3.099,191.8
215.3,-2.933,171.8
226.8,-3.104,160.1
220.2,-3.379,128.9
221.9,-3.378,132
231.3,-1.904,199.3
214.9,-3.217,141.9
221.1,-3.06,184
228.2,-3.079,145.1
220,-2.729,173.8
209.4,-3.315,70.34
222.8,-3.906,128.6
220.2,-2.896,108.3
221.8,-2.79,162.8
218.1,-3.757,176.4
220.5,-3.115,158.9
213.3,-3.316,158.7
222.8,-3.756,204.7
218.1,-3.356,170.4
231.3,-3.69,205.3
234.8,-3.272,189.4
234.4,-3.277,115.4
234.4,-2.689,160.2
223.1,-2.802,183.7
222.5,-2.954,190.5
223,-2.837,189
223.3,-3.421,173.3
221.2,-2.862,150.3
222.4,-2.428,203.5
223.5,-2.671,197.4
222.4,-2.958,183.4
223.6,-2.303,216.2
223.2,-3.035,151.2
217.5,-3.816,185.9
224.7,-3.859,131
223,-3.999,166.9
224.5,-3.436,118
217.9,-3.714,152.5
214.9,-3.566,146.3
223.2,-3.177,180.3
223.5,-3.769,157.2
214.4,-3.639,137.6
217.9,-3.047,156.5
216.4,-3.088,162.6
230.6,-2.721,146.1
221,-3.328,156.4
214,-3.079,96.67
222.6,-3.912,139.2
227.1,-3.64,195.5
219.4,-2.653,138.1
221.9,-3.054,151.3
224.5,-3.79,168.7
221.2,-3.643,169.4
222.6,-2.553,116.9
220.9,-2.788,146.9
220.2,-4.158,118.5
223.7,-3.281,154.1
222.1,-3.722,147
222.2,-2.89,158.7
221.6,-3.169,143.4
210.5,-2.827,120.5
224.5,-3.117,182.7
218.5,-3.84,172.7
222.5,-3.923,137.2
216.1,-3.215,162.3
