beta0,beta1,yp
224.5,-2.695,147.9
218.2,-3.325,144.3
225.1,-3.28,157.7
218.2,-2.878,197.8
212,-3.521,120.2
217.2,-2.971,177.3
224.7,-3.138,145.9
216.9,-2.478,179.1
218.6,-3.5,128
209.2,-3.257,144.3
209.1,-2.734,137.6
214.4,-3.163,154.3
214.7,-3.056,179.6
225.5,-2.946,100.7
221.3,-3.023,219.7
217.3,-3.425,209
218.8,-2.351,177.8
223.5,-2.218,193.4
220.9,-3.292,152
221.8,-2.911,204.8
222.8,-3.611,191.8
217.8,-2.77,175
227.6,-3.418,178.3
223.6,-3.747,186.8
221.8,-3.353,123.9
212.8,-3.108,124.3
217.8,-3.453,167.3
224.3,-3.195,151.9
220.6,-3.251,146.7
213.6,-3.869,152.9
215.3,-3.227,163.6
221.8,-3.941,118.2
212.5,-4.431,130.4
222.5,-2.286,201.5
221.7,-3.533,154.8
218.2,-3.469,149.3
216.6,-3.102,137.2
223.7,-2.762,167.3
219.9,-3.206,129.4
218.6,-2.728,146.5
219.5,-3.278,190.1
225,-3.08,141.4
218.4,-3.383,140.9
219.7,-2.787,158.5
216.3,-3.076,185.3
228.1,-3.287,157.7
234.3,-2.921,222.6
222.1,-3.987,121.4
220.6,-3.818,156.7
226.4,-3.735,134.5
216.6,-3.558,153.7
223.2,-3.495,140
220.9,-3.604,148.1
219.7,-3.299,175.3
228.7,-3.523,163.8
220.4,-3.998,169.4
224.8,-3.563,189.8
213.3,-3.266,143.2
219.5,-4.361,75.55
222.6,-3.655,142
212.1,-3.179,131.3
227.8,-3.789,149.6
228.9,-2.944,137.4
223.2,-3.385,144.6
216.3,-3.43,170.7
221.1,-3.649,152.9
216.6,-3.191,108.6
232.8,-3.559,184.4
215,-3.114,202
214.2,-2.91,130.3
224.6,-2.941,178.2
216.6,-2.694,155.5
229.2,-3.301,141.8
222.7,-2.98,149.5
216.8,-2.822,219.3
212.3,-4.134,65.8
230.2,-3.369,255.9
216.3,-4.044,151.9
219.5,-3.699,162.6
222.7,-3.576,157.1
215.8,-3.511,141.9
209.3,-3.521,108.2
227.5,-2.975,171.8
218.3,-2.648,192.3
216.5,-3.859,157.4
217.2,-3.701,124.5
225.7,-3.118,224.4
221.2,-2.931,191.4
213.7,-3.136,115.7
226.3,-2.456,176.2
217.2,-3.009,153
222.3,-3.949,200.7
217.4,-3.112,114.7
216.4,-3.073,125.1
221.8,-4.205,130.8
228.4,-2.572,149.2
218,-3.539,142.9
218,-3.746,145.7
223.3,-2.766,219.3
219.9,-3.421,143.3
226.6,-4.012,113.7
221.1,-4.409,144.4
219.3,-2.605,124.6
221.1,-3.771,192.6
224.4,-3.932,213.4
222.3,-3.56,128.1
219.8,-3.932,149
223.9,-2.784,122.1
228.3,-3.079,184.6
232.4,-3.507,166.4
218.3,-3.753,178.6
208.2,-4.09,127
224.2,-3.215,194.1
219.8,-4.089,152
224.3,-3.113,145.1
224.7,-3.221,122.4
224.1,-2.283,125
219.4,-3.445,173.7
224,-3.303,179
222,-4.211,122.2
216.4,-3.006,115.7
228.9,-3.359,149.3
224.8,-4.238,184.5
221.4,-2.818,157.5
224.1,-3.977,143
216.1,-2.294,160.5
212.6,-3.912,118.6
221.2,-3.05,190.3
223.4,-3.342,191.5
225.9,-2.765,141.5
221.3,-4.465,145.7
225.2,-3.617,125.1
218.5,-3.228,199.2
216.4,-2.992,207
220.8,-2.727,236.2
220.3,-3.787,163.2
221,-3.133,117.3
213.7,-3.358,118.4
213.8,-3.8,117.7
221.7,-3.516,198.7
212,-3.024,185.4
224.1,-4.176,125.9
218.8,-3.157,122.5
218.7,-2.138,189
218.8,-3.372,189.6
217.1,-2.634,124.7
217.5,-4.52,149.2
219.7,-2.154,181
226.1,-2.407,211.6
224.6,-2.834,181.3
216.8,-3.703,143.6
225.2,-3.191,104.7
221.5,-3.17,166
218.4,-3.068,176.2
217,-3.319,162.8
219.5,-3.219,136.3
228.9,-2.875,165
231,-3.579,193.9
212.1,-3.848,114.7
227.3,-4.425,116
221.8,-2.861,165.6
220.9,-2.999,178.5
220.4,-3.736,152.4
221.1,-3.047,178.1
223.6,-3.89,58.25
222.2,-3.131,150.9
221.3,-3.796,176.7
222.8,-3.156,187.4
218.7,-3.363,180.1
216.6,-3.171,124.4
219,-2.857,134.6
212.1,-3.116,151.9
215.3,-3.285,128.1
210.5,-2.926,138.9
218.8,-2.82,221.4
222.2,-3.389,137.1
223.5,-3.792,110.7
225.8,-2.99,178.5
227.1,-2.724,214.6
225.4,-3.905,123.4
207,-3.612,151.4
208.3,-3.376,195.8
219.2,-2.656,125.1
218,-4.186,99.29
224.5,-4.211,166.8
221.9,-2.912,168
216.7,-2.238,199.3
219.9,-2.305,173.7
222.2,-3.339,199.1
224.9,-3.158,184.9
220.2,-2.337,162.1
222.4,-3.493,145.6
217.3,-2.977,153.6
212.3,-2.957,193
218.5,-4.193,183.2
219.4,-3.859,168
231.7,-3.991,156.7
220.1,-2.416,207.2
215.1,-3.644,164.1
218.4,-3.491,97.9
219.7,-3.228,146.1
219.9,-3.543,202.3
222.8,-3.08,112.4
219.7,-3.362,239.8
228.4,-3.249,189.7
219.4,-2.87,146.4
220.9,-3.411,192.7
219.3,-3.031,170.3
227.3,-3.17,139.2
220.9,-3.016,160.2
216.9,-2.697,213.6
225.9,-3.096,169.6
221.6,-4.201,96.29
215.7,-3.496,175.6
222.6,-3.911,189.7
224.1,-2.947,138.8
220.4,-3.463,98.38
213.2,-2.584,183.1
221,-3.23,199.6
218.7,-3.479,176.5
220.9,-3.33,210
212.8,-4.383,130.5
227.8,-2.428,149.2
220.6,-3.743,96.23
226.2,-3.504,123.2
221.3,-2.746,209.4
214.9,-3.832,176
216.7,-2.891,139.4
221.4,-3.045,180.4
226.9,-3.5,128.9
221.1,-3.117,174.2
225.9,-3.338,142
223,-2.558,126.4
214.6,-4.087,162.9
219,-2.125,189
212.1,-3.554,125.4
222.2,-3.323,186
221,-3.726,105.4
222.8,-3.811,128.7
215.6,-2.879,149.8
213.6,-3.224,144.9
221.2,-3.116,141.9
215.9,-3.048,144.4
223.7,-3.585,159
221.6,-2.929,203.4
215.1,-3.386,130.6
220.8,-3.291,138.5
215.2,-3.569,134.5
223.4,-2.417,223.9
218.1,-3.565,146.5
220.7,-3.531,80.64
219.3,-3.383,129.6
219.6,-2.94,134.9
209,-3.335,141.5
212.6,-3.267,139.9
220.5,-3.559,182.8
227,-3.129,135.7
221.9,-3.002,139.2
211.4,-3.093,192.6
230.7,-2.944,183.3
212.6,-3.804,135
213.1,-2.82,160.6
214.8,-3.854,160.5
224.4,-2.525,191.5
223.6,-2.935,124.3
221.9,-4.456,109.9
220.9,-2.558,198
221.1,-3.491,116.3
217.8,-2.636,178.6
219.5,-3.013,182
223.8,-1.796,184
225.7,-2.479,166.6
224.6,-2.913,119.4
231.2,-2.259,200.8
221.6,-3.595,175.7
218.5,-3.266,135.9
220,-2.957,144.8
219.5,-3.143,181.6
218.6,-3.676,187.7
216.3,-2.143,168.8
215,-3.798,140.9
226.2,-3.246,117.4
230.8,-3.328,196.4
222.8,-4.086,177.3
215.3,-2.983,217.4
221.8,-3.759,154.5
221.7,-3.883,162.6
227.8,-2.235,264
226.4,-3.46,180.8
220.6,-3.373,121.4
217.1,-3.13,169.8
214.9,-3.952,146.7
223.8,-3.038,211.5
220,-3.397,134.2
228,-3.063,220.7
231.7,-4.041,152.8
213.1,-3.19,122.9
216.2,-2.996,171.2
214.9,-4.563,106.9
219.8,-2.851,126.7
223.4,-2.42,139.8
222.1,-3.568,168.7
222.1,-3.36,214.6
221.8,-2.581,200.3
222.2,-1.734,183.1
220.5,-2.902,117.9
217.8,-3.833,86.4
224.6,-2.918,178.6
221.4,-3.359,184.9
221.3,-3.263,169.1
220.7,-2.979,183.3
225.9,-3.634,129.2
219.4,-3.151,137.7
215.4,-3.49,82.49
229.6,-3.394,119.5
223.4,-2.851,159.4
224.3,-3.477,129.4
221.8,-3.089,143.9
225.5,-3.855,140.5
214.9,-2.939,127.2
217.7,-3.11,181.7
228.7,-3.412,141
220.6,-3.238,125.6
218.5,-3.261,145.9
221.7,-2.903,139.8
217.1,-3.116,141.5
222.6,-3.744,174.2
224.9,-3.691,139
226.4,-3.542,134.7
216,-3.304,192.3
220.3,-3.707,143.4
226.1,-2.545,107.6
224.7,-3.714,171.6
232.8,-3.366,134.8
227.9,-3.168,151.5
208.9,-2.44,153.2
231.4,-3.498,178.4
220.6,-2.591,162.1
228.7,-3.129,170.9
217.8,-3.079,170.6
223.3,-3.409,126.8
222,-3.571,165.2
225.4,-3.392,172.7
218.7,-3.523,166.9
228.6,-3.089,134.9
221.2,-3.063,135
213.2,-2.74,137.5
218.6,-3.791,202.2
216.9,-3.848,120
228.6,-3.236,178.6
216.6,-3.597,109.7
229.7,-3.227,194.1
224.8,-2.897,124.6
223.7,-3.658,92.52
221.8,-3.751,91.7
217.2,-3.343,145.9
221.2,-3.309,114.9
214,-3.267,146.6
223.4,-3.379,132.3
224.3,-3.184,186
214.4,-3.101,156.9
217.2,-4.122,163.6
220,-2.845,154.1
223.3,-3.157,168
220.3,-3.933,104.4
217.3,-3.255,171.4
222.3,-4.457,113.9
214.6,-3.087,166.3
220.6,-3.219,153.1
224.3,-3.634,128.2
226.6,-2.936,193.5
229.2,-3.168,106
224.1,-3.632,155.5
219.6,-2.867,166.2
221.6,-3.477,145.2
221.8,-3.406,157.3
218,-3.218,129.3
226.7,-3.426,130.4
215.6,-3.577,141.6
221.7,-3.592,131.8
217.6,-2.9,172.6
224.7,-2.956,176.2
218.4,-4.06,90.97
212.4,-3.813,144.7
213.7,-3.408,204.1
215.1,-4.744,66.19
214,-2.455,154.5
214.9,-2.986,159.2
215.9,-2.837,183.4
221.8,-2.685,202.2
222.6,-3.687,173.5
222,-2.981,158.9
224.1,-3.535,156.4
223.7,-2.598,147.1
215,-2.651,156.5
219.1,-3.089,168
224.2,-2.901,141.8
213.7,-3.461,144.8
224.3,-2.729,162.4
220.6,-4.014,189.7
220.3,-2.536,174.7
221.5,-3.718,166.7
223.7,-3.733,164.9
227.1,-3.48,149.3
220.4,-3.735,121.8
228,-3.555,187.7
215,-2.006,193
220.9,-2.687,190.4
217.4,-3.259,163.8
210.6,-2.341,150.2
225.7,-3.765,159.6
224.9,-3.211,175.5
220,-2.399,165.5
223.9,-2.849,203.8
227.7,-2.899,138
229.4,-3.729,123.8
220.2,-2.744,170.7
228.3,-3.909,131.7
219.4,-3.277,188.1
228,-2.608,129
225,-3.685,143
218.3,-3.461,159.4
222.4,-2.706,175.6
221.5,-3.576,147.7
217.7,-3.348,133.9
221.7,-3.831,183.4
219.7,-3.449,127.9
224.6,-3.981,144.3
215.6,-3.41,210.8
219,-3.546,124.5
218.2,-3.876,213.5
216.8,-2.939,195.4
218.1,-2.426,152.6
225.8,-3.975,158.7
226.6,-3.189,174.5
219.4,-3.512,120.7
221.7,-3.15,167.8
219.6,-2.75,143.9
214.3,-3.31,90.97
220.9,-3.189,149.2
221,-3.014,143
222.7,-2.491,188.7
222,-3.224,142.7
222.4,-3.369,134.5
226.8,-3.051,164.2
217.9,-3.295,165.6
220.6,-3.848,165.5
226.3,-2.273,166.2
215,-3.659,135.2
211.7,-3.116,160.6
220,-3.168,144.6
227.1,-3.174,188.6
224.6,-3.693,188.2
216.5,-4.087,120.4
219.6,-2.443,167.8
226.4,-4.464,106.4
221.1,-3.293,147.5
219.9,-3.668,136.5
221,-3.306,122.6
224.4,-2.714,132.7
217.3,-3.411,160.3
214.1,-3.198,94.5
215.2,-2.452,194.9
220.1,-4.1,134.9
213.5,-3.6,155.5
218.5,-3.173,121.3
209.9,-2.852,158.3
216.5,-3.774,122.8
224.3,-3.649,167
221.9,-3.613,103
226.8,-3.312,187.6
227.5,-3.877,136.1
223.1,-2.595,166
217.2,-4.449,92.52
226.4,-2.836,233.7
226.7,-3.513,180.6
224.1,-3.292,176.3
221.8,-2.896,185.2
211.8,-3.75,198.8
216.5,-2.774,190.2
217.4,-3.268,173
217,-3.745,174.8
220.7,-3.373,161.5
216.1,-3.114,155
224.6,-2.903,157.9
221.1,-3.833,145.9
223.9,-3.433,138.3
217.9,-3.444,170.1
223,-3.448,116.5
216,-2.552,146.5
212.7,-3.416,159.2
217.2,-3.334,197.1
218.1,-3.396,223.4
215.2,-2.597,99.9
221,-3.885,163.1
216.6,-3.824,154.3
219,-3.025,139.4
226.3,-2.754,188
216.6,-2.676,194.6
219.4,-3.115,122.2
220.3,-3.587,221.7
226.4,-3.244,138.3
217.5,-3.361,137
227.7,-3.333,183
220.6,-2.314,187.7
219,-3.772,77.16
221.4,-3.05,170.5
222.1,-3.743,105.4
223.7,-3.544,151.4
217,-3.521,147.5
224.1,-2.803,183.6
224.2,-3.502,142.2
220.6,-2.92,111.1
210.7,-2.392,182.4
221.3,-3.712,194.5
213.2,-3.089,157.8
226.6,-2.752,149.2
214.3,-3.867,106.2
217.7,-2.432,185.1
225.2,-3.221,165.5
226.9,-3.231,141.1
220.6,-2.943,144.2
221.2,-3.443,149.2
231.5,-3.838,161.1
216.6,-3.307,154
218.6,-3.465,163.7
218.2,-3.554,118.4
219.1,-3.274,170.3
213,-2.017,160.7
225.7,-3.819,158.1
219.3,-2.727,202.8
208.4,-4.087,145.4
221.2,-3.538,173.1
215.6,-3.708,138.5
217.7,-2.589,135.6
225.1,-2.452,209.2
222.3,-2.489,180.1
225.1,-3.449,128.2
224.5,-2.838,161.2
226.8,-2.723,172
219,-3.403,140.8
225.1,-3.275,175.8
229.8,-3.683,139.4
228,-3.265,152.5
219.2,-3.666,140.7
212.3,-2.731,142.2
224.9,-3.756,157.4
215.6,-3.393,109.2
214.5,-2.774,270.9
224,-2.831,213.1
218.6,-2.062,153.4
213.4,-3.598,149.6
215,-3.465,181.1
223.3,-2.325,178.7
210.4,-4.173,146.1
218.8,-2.918,178.2
214,-3.991,163.6
219.8,-2.805,152.6
230.5,-3.664,208.9
215.9,-3.979,138
222.9,-2.453,138.8
224.3,-2.712,175.6
209.9,-2.956,130.8
219.9,-3.474,169.4
219.9,-3.384,127.5
226.5,-4.212,147.6
213.5,-3.502,116.8
227.8,-3.48,156.2
216.6,-3.698,202.7
213.3,-2.894,205.2
223,-2.868,155
221.5,-2.953,162.6
214.7,-3.699,140.6
218.8,-3.779,80.17
223,-3.379,135.9
206.6,-4.008,128.6
220.6,-2.231,182.9
220.4,-3.855,157.4
210.4,-3.499,204.4
215.5,-3.106,154.2
224.9,-4.356,153.9
225.8,-3.302,97.89
221.7,-2.991,97.77
209.4,-2.733,205
230,-3.052,140.2
223.8,-2.625,166.6
212.9,-3.262,217.2
213,-3.121,134.2
225,-3.282,124.7
218.2,-2.988,112.8
226.1,-3.626,129.6
217.6,-2.613,125.2
220.4,-3.699,119.4
222.4,-3.81,143.8
217.1,-3.252,150
216.6,-4.366,73.7
221.8,-3.709,179.6
217.9,-3.469,172.9
218.9,-2.562,106.5
217.6,-3.997,131.5
220.5,-3.564,176.8
226,-4.039,144.2
220.7,-2.736,179
219,-4.076,163.3
222.2,-3.989,170.4
218.9,-3.022,160.4
213.3,-2.281,120.8
228,-2.799,193.9
228.6,-3.534,168.7
220.9,-4.303,148.8
229.9,-2.937,135.2
217,-3.326,137.6
216.4,-3.053,143.5
204.4,-2.441,117.4
218.2,-3.168,155.1
223.7,-3.93,154.7
217.4,-3.397,136.2
221.4,-3.016,172.3
223.6,-3.06,134.2
229.1,-3.428,196.7
222.1,-4.129,191.4
216.9,-2.458,166.3
222.2,-2.991,200.3
226,-3.24,180.4
224.8,-2.926,194.6
226.8,-3.673,195.7
217.6,-3.32,127.9
226.3,-2.629,195
217.4,-3.363,203.1
219.2,-3.61,163
217.9,-3.628,131.2
222.9,-3.029,184.7
223.7,-3.022,131.9
221.5,-2.574,136.1
218.1,-3.759,161.2
216.4,-4.12,77.88
221.9,-2.595,167
218.5,-3.725,138.1
212.6,-2.716,177.8
217.1,-3.929,140.6
219.2,-3.358,146.7
222,-2.294,201.3
222.7,-3.765,88.41
219.3,-3.556,107.4
214.9,-3.56,128
210.2,-3.322,219.4
225.3,-4.116,132.4
211.9,-2.696,93.53
218.7,-3.603,129.4
216.4,-2.97,178.5
218.5,-3.539,111
214.5,-3.044,119.2
227.6,-2.305,149.3
216.7,-3.324,133.7
223.4,-3.471,110.4
217.3,-2.79,191.1
217.5,-3.11,119.8
214.1,-2.672,93.79
222.4,-2.852,199.7
221.4,-3.925,198
217.2,-3.478,112.3
224.5,-3.548,133.6
218.3,-2.787,227.1
228.5,-4.088,197
217.7,-2.166,191.4
221,-2.869,198.6
220.7,-3.794,165.4
226.3,-2.479,148.9
221.6,-3.591,160
209.9,-2.971,210.4
224.2,-4.006,160.7
222.5,-3.16,161.6
210.6,-3.117,143.6
221.2,-2.541,144.1
210.4,-3.47,150.5
217,-2.613,190.6
212.3,-3.477,121.8
211.3,-3.28,160.7
223,-3.546,118.9
222.7,-3.77,144.4
224.4,-3.484,152.6
221.1,-2.783,154.5
222.6,-3.298,111.8
221.8,-3.256,148.2
218.8,-3.268,204.8
216.9,-3.534,92.88
215.2,-2.598,120.2
221.2,-3.54,175
218.8,-3.241,148.8
222.6,-3.716,137.3
213.8,-2.925,139.3
221.6,-2.252,178.1
221,-2.907,115
214.3,-3.291,93.07
216.2,-3.629,114.2
222.2,-4.639,150.7
215.9,-3.335,118.6
223.5,-3.617,129.7
226.1,-3.757,156.3
226.9,-3.874,207.9
222.1,-3.457,149.1
208.5,-3.405,112.8
224.2,-3.279,131
220.4,-2.433,235.3
219,-2.954,177.1
220.3,-2.998,133.8
221.1,-3.874,196.2
213.1,-3.105,151.6
222.1,-3.323,96.27
218,-3.323,182.3
220.1,-3.628,168.6
220.4,-3.172,138.3
220.2,-4.284,190.9
224.2,-3.271,154.6
210.7,-2.545,194.5
223.4,-4.054,105.1
213.9,-3.264,120.6
213.2,-4.447,130.4
213.1,-2.644,170.4
220.7,-4.084,118.2
213.3,-4.006,118
217.6,-3.612,180.2
220.6,-3.417,203.2
219.6,-2.95,177.7
226.4,-4.043,188.1
212.6,-3.944,132.6
226.1,-2.84,126.3
220.3,-3.899,87.47
218.1,-3.695,196.7
228.3,-3.126,160.5
214.6,-2.984,130.2
207.1,-3.731,84.21
213.6,-3.192,163.6
224.3,-3.564,147
216.9,-3.31,130.2
218.8,-2.523,160.4
220.8,-3.655,157.6
217.7,-4.19,114.6
221.6,-3.177,163.6
220.3,-2.984,183
218.8,-3.195,121.5
228.1,-3.104,140.8
219,-3.449,87.25
220.3,-3.619,168.4
225.2,-3.305,171.3
224.6,-3.587,138.6
221.9,-3.231,168.1
222.1,-3.797,148.8
216.1,-3.331,150.2
219.4,-3.706,117.1
226.3,-3.523,168.7
215.6,-3.013,148.4
227.8,-2.66,204.6
230.6,-3.746,168.3
227,-3.177,179.8
226.9,-3.046,220.6
223.3,-2.756,217.5
220.8,-3.398,208.6
213.3,-3.609,159.6
222.7,-2.725,242.8
215.1,-2.694,254.8
216.7,-4.168,170.1
222.1,-2.411,182
216.6,-3.225,127.5
231.2,-4.168,89.83
220.5,-4.676,77.06
214.5,-1.458,181.4
219.8,-3.369,224
217.2,-2.513,117.4
215,-2.094,182.3
210.9,-2.687,151.4
204.2,-4.637,114.9
220.6,-2.953,170.2
217.6,-3.808,145.8
218.6,-2.871,115.3
221,-4.082,166.9
221.7,-3.192,125.9
220.3,-2.821,161.5
218.6,-3.834,157.6
226.4,-3.281,114.6
223.5,-3.176,137.8
222.9,-3.707,149.2
227.3,-2.49,201.7
222.3,-3.799,180.4
219.9,-3.489,151.9
219.7,-2.654,203.1
224.1,-2.701,206.7
231.5,-3.278,158.3
219.1,-2.848,183.9
221.5,-3.36,154.3
229.2,-3.412,175.8
225,-2.931,185.2
226.1,-2.498,169.4
225.7,-3.166,181.6
216.3,-3.642,125.7
224.3,-3.579,146
215.4,-3.796,159.3
214.6,-2.456,199.7
223,-3.396,164.8
220.5,-3.851,154.2
228.1,-3.494,210.8
215.5,-3.33,221.4
221.7,-3.24,167.4
223.7,-3.655,162.4
221.5,-3.195,175.9
227.3,-3.732,188
219.6,-3.481,190.4
212.8,-2.929,105
216.8,-2.896,130.8
211.2,-4.28,140.5
222.3,-3.212,169.8
215.4,-3.653,102
223.4,-3.068,182.5
218.7,-3.432,164.7
222.8,-3.189,122.4
221.5,-4.155,135.8
220.6,-3.165,164.8
222.5,-3.137,243.4
213.6,-4.393,144.4
223.5,-3.546,161.4
219.6,-3.454,147.3
229.9,-3.628,209.8
217.4,-3.333,138.4
218.2,-4.409,106.1
220.4,-3.338,126.9
220,-3.246,131.3
217.3,-3.591,141.3
223.3,-2.593,231.4
215.4,-2.172,214.9
217.1,-2.44,137.6
220.9,-3.491,168.3
229,-2.911,166
218.5,-3.306,209.8
224.1,-3.645,142.8
231.7,-3.155,121.9
228.2,-3.589,123.2
230.5,-3.052,181.5
213.3,-3.183,134.7
211.7,-2.954,139.7
228.6,-2.902,178.6
217.4,-2.578,153.7
220.9,-3.586,117.7
227,-2.755,137.4
223.7,-2.711,149.1
220.2,-3.059,125.4
221.1,-3.064,128.8
219.4,-2.517,177.7
216.5,-3.781,135
221.7,-3.691,126.3
226.1,-2.134,181.9
210.5,-3.426,148.2
224,-3.041,203.3
221.7,-3.63,130.3
228.2,-3.278,180.6
216.7,-2.414,154.6
219.6,-3.001,184.4
213.4,-3.113,107.7
223.5,-2.991,137.8
215.4,-3.82,169.9
229.9,-3.25,167.9
226.6,-3.211,132
211.9,-2.817,169.3
229.7,-3.531,175.8
212.1,-3.811,112.4
223.4,-3.907,141.1
226.9,-3.979,121.8
224.2,-2.846,170
227.8,-3.422,156.9
214.7,-3.684,150.4
226.1,-3.541,159.1
211.5,-4.118,115.8
213.8,-3.538,124.2
223.1,-3.397,171.9
217.8,-3.337,155.7
226,-4.695,129.2
220.2,-2.136,178.9
216,-4.043,146.7
228.8,-3.584,173
228.8,-3.372,177.5
227.4,-3.148,193.5
226.3,-2.842,159.2
220.2,-2.499,172.9
221.9,-3.602,164.2
218.6,-2.134,192.8
221,-3.341,160.4
216.3,-3.77,117.4
215,-4.259,133.6
224.5,-2.657,161.7
223.6,-2.864,132.4
220.9,-3.628,124
221.5,-4.337,139.5
227.5,-2.458,120
219.4,-3.116,145.3
226.8,-2.959,176.1
219.2,-3.191,142.4
221.1,-3.343,123.3
222.2,-3.29,166
213.9,-3.382,174.3
208.7,-3.049,157.9
225.6,-3.285,207.3
216.2,-3.377,135.9
207.1,-3.502,64.8
217.2,-2.754,157.6
227.1,-3.136,182.7
215.3,-3.216,115.4
214.8,-2.4,161
222.3,-3.329,170.4
220.5,-3.406,181.8
212.4,-2.489,154.4
214.3,-4.109,171.1
215.2,-3.521,143.4
224.8,-3.486,171.1
222.4,-3.099,165.8
216.8,-3.863,132.8
219.7,-3.5,156.2
218.8,-2.902,163.3
211.9,-3.716,82.27
224.2,-2.91,189.1
221.6,-3.309,156.6
225.4,-3.853,135.3
217.8,-3.479,150.4
215.5,-2.777,177.2
216.2,-4.069,105.3
226.6,-4.435,125
227.4,-4.088,119.4
217.5,-3.883,139.6
209.2,-3.761,137.3
219.7,-2.863,159.4
227.4,-4.024,87.48
225.4,-2.867,190.8
223.8,-4.1,201.7
215.4,-3.499,159.3
221.5,-3.011,126.5
215.2,-3.554,164.2
219.3,-3.724,101.5
221.7,-4.328,142
227.2,-3.459,198
223.2,-3.556,125.7
226.8,-3.27,143.1
223.7,-3.795,112.1
214.8,-3.175,180.1
218,-2.785,164.4
216.1,-3.054,173.6
218.4,-2.981,163.5
209.7,-2.87,126.3
220.3,-2.814,152.2
216.9,-3.984,68.85
224.8,-3.409,182.3
234.4,-3.378,130.1
227.9,-2.175,173.7
224,-2.927,146.8
227.3,-2.811,203.2
211.6,-3.074,126.3
220.4,-3.429,106.4
220,-3.145,163
222,-3.136,159.9
220.4,-3.326,140.9
216.3,-3.611,135.6
215.5,-2.869,113.7
221.1,-3.32,172.9
208.2,-3.353,136.4
225.9,-3.473,165.8
215.8,-3.079,179.5
222.2,-3.094,190.7
214.4,-2.928,128.3
219.1,-2.964,174.2
227.8,-3.385,199.4
224.4,-3.261,154.3
225.5,-3.699,94.05
217.1,-4.107,136.3
221.3,-2.719,173.2
218,-2.992,144.6
215.5,-2.37,189.1
217.8,-4.483,139.9
210.3,-2.677,128.8
214.7,-3.39,205.3
223.1,-2.458,176.2
218.8,-3.227,173.9
225.5,-2.654,155.6
221.8,-3.209,106
226.6,-3.124,165.2
222.5,-3.991,194.6
216.9,-3.217,179.9
209.4,-4.29,103.5
219.5,-2.804,183.7
235,-3.189,207.1
217.4,-3.071,134.8
220.8,-3.058,176.3
221,-2.878,193.6
219,-2.995,136.3
220,-3.742,111.6
225.7,-3.544,130.7
222.6,-3.594,148.5
217.8,-3.068,160.1
226.6,-2.553,233.3
215.6,-4.066,161.6
222.4,-3.36,179.2
220.6,-3.218,169.1
219.4,-3.325,148.4
211.3,-3.824,161.2
223.7,-2.919,154.8
219.5,-3.209,162
214.9,-3.395,141.9
209.3,-3.992,146.5
214.4,-3.057,183.7
219.5,-3.05,160.6
220,-2.459,189.4
219.5,-3.153,141.3
216.4,-3.303,177.5
207.3,-3.832,157.9
214.2,-3.522,161.4
210.5,-3.042,185.3
222.7,-3.517,156.6
218.6,-4.283,166.2
225.7,-3.384,147.2
219.8,-3.486,104.2
220.3,-3.224,82.69
218.9,-3.423,140.1
221.7,-2.998,176.5
224.6,-3.068,180.3
219.9,-2.909,125.3
217.5,-3.143,192.1
226.5,-4.191,168.3
223.8,-3.207,131.8
224.5,-3.572,132.3
227.8,-3.014,177.4
212.6,-3.417,96.77
218.6,-2.652,162.2
216.4,-3.039,150.3
221.5,-3.015,192.1
225.1,-2.962,195.8
211.6,-2.956,110.5
228.6,-3.069,141.7
222.3,-2.287,121.4
218.9,-3.747,142.8
221.5,-3.428,112.4
226.4,-2.706,178
228.5,-2.884,149.2
227.9,-2.635,232.6
211,-4.31,194.2
216.1,-3.671,186.2
211.5,-4.053,144.3
227.8,-1.869,176.7
226,-2.616,234.2
218.3,-3.491,126.6
234.6,-3.035,196.3
216.9,-3.582,152.9
216.1,-2.305,130.1
216.6,-2.467,201.9
212.4,-3.76,172.5
220.9,-2.738,153.9
224.4,-3.2,142.8
222.9,-3.439,151
214.8,-3.178,125.9
226.3,-2.922,134.2
221.4,-2.991,175.9
223.6,-3.008,113.6
220.3,-3.888,121
221.2,-3.63,175
223.9,-3.067,141.5
219.5,-3.418,152.2
214.7,-3.705,126.9
221.6,-3.183,120.6
225.7,-3.493,162.9
215.2,-2.768,148.1
218.7,-2.597,189.8
218,-2.681,193.9
218.2,-2.795,190.3
219.2,-3.041,131.6
218.7,-3.007,115.1
217.4,-2.479,176.3
218.6,-3.278,169.8
218.5,-3.422,138.5
220.7,-3.033,155.2
216.1,-3.164,122
229.5,-3.085,166.8
224.1,-3.329,133.2
218.7,-3.176,152.1
227.6,-3.167,146
218.1,-3.24,197.7
225.4,-3.235,170.7
221.1,-3.126,76.61
225.4,-4.004,116.5
223.8,-2.524,180
224.8,-3.375,165.2
224.6,-3.696,155.8
226.3,-3.172,204.3
222.2,-2.654,146.6
214.2,-3.121,144
218.9,-2.156,201.2
223.9,-3.643,120.4
216.6,-3.562,124.4
222,-3.737,162.8
219.9,-3.046,160.5
217.1,-3.294,166
225.6,-3.549,142.1
224.5,-3.565,161.1
226.9,-3.959,190.1
222.2,-3.943,116
225.6,-2.75,181.8
216.9,-3.244,148.7
221.3,-3.235,154
218.2,-2.413,143.8
223.4,-4.153,142.5
216.2,-2.038,175.9
224.8,-2.881,186.4
213.5,-3.156,128.5
215.2,-3.273,109.6
