beta0,beta1,yp
225.5,-3.199,159.4
218.4,-3.944,130.6
226.5,-2.645,195.3
224.2,-3.683,111.5
220.6,-3.476,153.1
224.6,-3.384,224.3
232.2,-4.385,108.6
222.8,-2.893,113.6
221.2,-3.367,129.5
217.7,-2.793,156.8
229.4,-3.478,207.9
227.5,-2.725,193.9
216.5,-3.018,119.6
222.4,-3.613,153.5
230.3,-3.129,172.1
222.6,-3.477,165.2
232.5,-3.711,215.6
213.8,-2.913,193.1
218,-2.77,148.9
219.9,-3.627,198.2
219.5,-3.802,133.1
222.7,-3.371,117.7
223.6,-3.983,138.3
227.8,-3.605,196.2
219.7,-2.72,163.5
223.5,-4.016,119.4
209.7,-3.616,136.5
214.9,-2.972,125.3
216.1,-4.291,143.6
220.8,-3.627,128.6
228.5,-4.206,164
215.3,-2.859,146.5
229.5,-3.286,174.9
221.3,-3.344,148.9
222.8,-3.193,182.1
216.4,-3.248,120.2
225.1,-2.913,153
218.7,-2.588,170.7
219.2,-3.618,155
217.1,-2.368,184.8
219.2,-3.348,170.4
216.6,-3.308,143.1
219.7,-3.477,151
212.7,-3.561,107.3
216.3,-3.736,141.2
218.4,-3.833,187.2
216.6,-2.254,196.2
224.4,-3.529,155.3
223.4,-3.398,129.7
227.2,-2.478,122.9
224.8,-3.616,217.2
219.1,-3.799,99.64
224.7,-3.59,139.5
223.1,-3.457,124
219.3,-3.259,125.6
217,-3.149,153.5
210.5,-2.62,117.7
220.6,-3.112,181
227.5,-3.249,188.6
212.2,-3.314,156
223.1,-3.236,156.2
219.6,-4.149,124.1
225.2,-2.924,161.5
215.7,-2.546,232.5
213.9,-2.935,131.6
218.7,-3.23,130.4
228.2,-2.851,170.8
220.8,-3.358,128.3
224.9,-2.961,104.3
224.3,-3.454,167.6
216.4,-3.043,147.6
237.4,-3.141,82.14
223.8,-3.328,179.3
225.1,-3.052,196.3
227.6,-3.418,137.4
222.8,-2.881,182.4
224.4,-3.676,153.6
216.9,-3.837,152
219.5,-3.207,234.3
217.6,-2.707,152.3
219.5,-3.588,141.3
225.2,-3.369,121.9
220.4,-3.499,107
223.3,-3.562,156.4
215.7,-3.757,123.1
221.4,-3.744,136.6
219.4,-2.923,210
219.9,-3.108,167.1
219.9,-3.87,138.3
217.8,-3.723,201.2
212.7,-3.889,173.1
217.8,-2.689,163
221.5,-3.739,141.3
218.2,-4.212,179.4
219.6,-3.101,151
219,-2.924,192
217.2,-3.306,201.5
217.3,-3.329,141.7
221.7,-3.064,141.4
216.9,-3.647,148
221.5,-3.312,160.8
213.9,-3.709,98.54
224.8,-3.074,179.4
218,-3.507,136.8
213,-4.304,210.6
224.7,-3.487,113.4
214.9,-3.206,173.2
224.3,-3.09,94.99
229.9,-4.925,118
222.7,-2.863,139
220.4,-2.343,162.3
218.2,-2.958,140.3
214,-2.82,92.98
213,-3.96,146.2
218.4,-3.48,153
223.7,-3.946,154.9
216.8,-3.621,137.9
220.4,-2.76,155.6
218.5,-4.288,202.4
215.6,-3.654,101.1
221.9,-3.022,172.5
216.4,-3.661,179.2
220.9,-3.516,196.4
226.5,-2.972,193.4
217.2,-3.177,180.3
223.5,-3.537,119.4
222.2,-3.676,118.6
225,-3.968,186
217.6,-4.401,166
211.2,-3.105,92.22
211.9,-3.565,169.6
218,-3.819,183.9
209.9,-3.634,148
221.4,-3.694,194.2
213.9,-2.505,118.4
223.6,-2.903,206.4
217.5,-2.891,135
226.8,-3.022,196.2
216.8,-3.283,177.7
224.8,-3.819,136.6
216.4,-2.922,122.9
218,-3.01,177
234.7,-3.678,175.4
213.1,-3.833,113.8
223.5,-4.063,137.6
220.8,-2.796,208.2
222.5,-4.397,94.49
212.9,-3.203,156.6
229.8,-3.464,180
221.8,-3.306,135.8
225.7,-3.648,204.3
215,-2.869,234.1
222,-2.722,201.4
212.3,-3.128,153.3
218.2,-2.996,137.9
225.3,-4.18,119.7
210.6,-2.949,150.4
217.7,-3.701,141.2
234.6,-3.035,235.2
216.8,-3.256,174.4
219.4,-3.899,153.4
231.4,-3.568,168.2
218.8,-3.497,115.8
223.1,-3.186,181
216.6,-3.199,176
222.7,-4.017,130.1
222.8,-2.51,162.2
222,-2.778,180.7
220,-2.434,184.4
219.6,-2.925,149.8
223.8,-3.355,161.5
221.4,-3.261,145.7
224.1,-3.712,130
223.1,-3.96,93.72
220.4,-3.177,151.9
222.6,-3.354,126.4
221.7,-3.71,100.5
213.7,-3.461,173.1
225.1,-3.067,150.4
225.6,-3.765,206.8
217.8,-3.282,185.2
219.5,-3.043,96.6
225.2,-3.581,174.5
213.3,-3.218,198.3
218.5,-1.99,229.9
216.8,-2.266,126
225.2,-2.811,135.9
216.6,-3.237,181.1
222.7,-3.007,153.4
223.6,-3.738,174
223,-3.128,171.5
223.4,-3.437,168.4
230.6,-3.004,191.9
221.8,-3.402,113.9
215.6,-3.745,115.3
221.2,-2.776,144.4
214,-2.916,140.2
220.5,-2.102,138.5
205,-3.681,133
223.5,-3.74,109.1
213.8,-3.85,138.2
218.2,-3.434,129.8
221.7,-3.046,181.8
216.8,-3.743,143
221.7,-3.901,111.6
231.1,-3.086,214.1
223.3,-3.301,181.7
230.6,-3.76,178.9
215.7,-3.173,143.6
226.7,-3.295,159.1
209.4,-2.968,106
217,-2.692,131.1
221.4,-3.061,139.1
219,-3.185,159.8
218.2,-2.691,168.5
219.9,-3.56,155.8
222.4,-3.586,147.8
223,-3.31,173.1
221.6,-3.228,139.1
219.4,-3.397,130.3
220.7,-2.568,195.3
222.8,-3.698,174.8
223.2,-2.806,182.3
224.4,-3.403,231.8
225.4,-3.189,155.9
224.2,-3.391,192.2
221.5,-3.231,149.5
223.4,-3.749,168.6
223.8,-3.747,98.4
223.9,-2.989,151.6
214.3,-3.454,152.2
219.7,-3.659,148.6
220.2,-3.303,157.3
214.2,-3.302,138.7
218.6,-4.04,122.7
226,-2.153,133.8
222.7,-3.895,154.6
213.1,-3.55,149
227,-3.776,169.4
216.9,-2.674,155.7
227.8,-3.393,125.5
222.8,-3.01,233.1
217.9,-2.408,144.3
223,-2.544,199.7
220.9,-3.422,129.5
219.2,-3.572,136.5
222.5,-2.953,179.9
216.3,-3.481,111.6
217.9,-4.012,194.7
225.8,-3.191,225.6
229.1,-3.234,178.3
219.6,-2.642,175.1
216.5,-2.453,164.3
230,-4.131,150.3
214.8,-3.052,155.8
215.7,-3.694,163.7
215.6,-3.606,268.8
217,-2.381,233.5
216.2,-3.347,143.8
220.7,-3.823,165.9
223.2,-2.068,188
220.6,-3.312,170.2
215,-3.601,150.1
214.9,-4.157,153.3
214.6,-3.115,137
221.9,-3.24,145.4
224.4,-2.981,118.4
219.5,-2.147,193.7
219.3,-3.318,132
220.3,-3.589,134.3
217.2,-3.632,132.6
226.6,-3.499,141
211.9,-3.144,137.1
215.3,-3.707,176
218.5,-3.013,176.5
214.3,-3.225,188.7
214.2,-3.607,174
215.3,-3.382,197.9
216.2,-3.518,82.86
223.1,-4.417,54.72
229.9,-3.259,144.5
216.1,-3.696,140.1
225.3,-2.82,227.6
226.3,-2.831,117.7
218.5,-3.514,153.9
215.6,-3.796,166.6
212.5,-2.177,147.3
216,-2.477,147.3
221.8,-3.558,177.6
223.2,-3.797,204.3
221.2,-1.469,173.9
220.1,-3.044,167.4
218.6,-4.111,117
212.4,-3.376,223.5
217.9,-4.714,144.2
223.5,-3.241,171.3
215.6,-4.503,104.2
215.9,-3.271,136.4
218.9,-3.035,142.4
226.7,-3.71,170.8
223.3,-3.661,141.7
226.3,-4.412,144.2
225.5,-3.275,181.2
220,-2.031,198.6
214.7,-2.89,90.79
223,-3.589,141.5
220.3,-3.805,164
214.8,-3.108,191.4
223.7,-2.651,114.7
217.6,-3.301,97.06
225.4,-2.957,137.4
222.7,-3.553,139.2
211.4,-3.381,131.2
223.5,-4.143,136.2
226.3,-3.714,173.7
214.8,-3.23,148.4
217.8,-3.149,186.8
222.5,-2.973,231.9
215.7,-3.184,184.9
215.9,-3.707,146.3
216.5,-2.9,123.3
222.9,-2.17,159.8
218.1,-4.086,158.5
209.4,-3.415,196.3
202.9,-3.088,179.3
220.3,-3.387,136.3
226.3,-2.876,205
218.9,-2.31,198.2
215.4,-4.495,112.6
214.7,-3.068,115.8
220,-3.561,156.9
219,-2.807,128.9
214.8,-3.31,148.4
209.9,-4.573,145.7
217.6,-2.862,133.6
216.3,-4.175,106.9
223,-2.67,137
218.3,-2.216,145.1
214.3,-2.722,145.3
213.1,-3.613,160.6
217.9,-3.641,138.3
231.6,-2.799,276.1
208.8,-3.577,136.8
216.3,-3.841,134.5
221.1,-3.154,113.1
216.1,-3.735,133
214.6,-3.592,188.7
219.6,-3.277,218.7
231.2,-3.371,207.3
224.4,-2.852,233.8
219.9,-2.663,143.9
214.1,-3.076,159.1
218.4,-3.066,129
222.2,-2.709,194.5
212.2,-3.2,121.1
214.4,-3.565,125.5
212.8,-3.162,108
212.6,-3.381,153.6
220.1,-3.788,210.7
222.1,-2.992,158
218.9,-3.386,156.6
214.6,-3.261,187
212.6,-3.884,156.9
222.8,-2.664,163.9
220.1,-3.159,153.3
224,-3.331,172.7
220.2,-3.45,144.3
213,-3.109,138.1
230.7,-2.504,169.5
219.1,-2.843,96.36
219.2,-2.796,179.1
218.9,-2.152,176.7
215.6,-3.89,157.8
220.1,-2.754,150.3
219.8,-3.11,166.6
221.2,-3.511,191.2
219.9,-4.623,128.5
218.8,-3.258,188.3
217.5,-3.412,186.7
222.6,-2.326,185.2
213,-3.069,166
225.1,-3.507,122.4
219.3,-3.479,116.8
222.3,-3.671,167.2
224.3,-2.399,173.8
215.3,-3.484,142.3
215.7,-3.667,149.3
224,-3.428,128.4
225.2,-3.005,179
223.3,-2.981,156.5
218.2,-3.897,163.6
220.1,-3.355,127.3
217.4,-3.784,159
221.1,-2.89,215.2
218.3,-2.897,156.6
214.2,-3.545,197.9
224.2,-2.97,176.6
220.5,-3.584,148.4
209.1,-2.89,127.7
220.3,-3.04,159
218.6,-3.188,127.9
229.4,-2.27,194.8
217.9,-3.874,146.8
216.6,-3.588,157.1
219,-4.118,144.9
218,-2.761,170.4
227.7,-3.202,171.3
210.1,-2.814,140.2
220.6,-3.216,165.9
218.4,-3.164,166.7
218.1,-4.054,141.3
220.7,-3.534,139.8
228,-2.911,119
220.7,-1.895,146.2
220.6,-2.786,176
222.8,-2.604,121.9
222,-2.776,157.2
212.7,-3.682,117
223,-3.076,173.3
224.5,-3.525,126.8
218.2,-3.323,158
221.5,-2.694,198.8
219.4,-3.45,144.8
225.2,-2.688,156.7
222.3,-3.393,121.8
214.4,-2.768,182.7
215.9,-4.082,195.9
220.5,-2.533,175.1
208.9,-3.912,181.2
221.5,-3.663,142.8
219.4,-3.845,162.7
216.4,-3.395,149.1
223.8,-3.313,98
217.6,-3.967,149
223.4,-2.572,147.8
219.9,-3.842,153.3
224.4,-2.985,171.6
215.3,-2.666,141.5
220,-3.021,195.2
218.2,-3.508,133.7
227,-2.735,176.5
224.5,-2.835,214.5
231.1,-2.815,166.8
228.1,-4.128,142.2
216.9,-3.517,138.2
223.6,-2.195,142.6
221.8,-3.284,190.2
216.3,-3.082,112.5
212.1,-3.565,111.2
223.6,-3.827,172.2
210.4,-2.806,115.9
216.9,-3.084,178
216.8,-1.957,194.7
224.3,-5.288,102.5
213.3,-3.307,113.6
222.6,-3.503,194
231.3,-2.884,181.7
223.2,-3.015,144.6
219.7,-3.836,126.2
221.4,-2.936,123.4
222.4,-4.57,194.3
228.7,-3.529,183
218.4,-4.015,140.4
214.3,-3.16,122.9
218.8,-3.049,172.7
218.7,-3.511,138.6
221.6,-3.222,157.5
222.8,-4.007,105.9
221.2,-2.731,153.7
221.3,-3.098,186.4
229.3,-3.019,174.2
216.1,-2.584,174.4
216.4,-3.462,170.4
224.6,-3.608,175.1
221.7,-3.162,155.9
222.5,-2.952,186.5
230,-3.246,169.8
212.9,-1.823,169.2
224.1,-2.743,191.1
219.3,-3.381,153.3
218.6,-3.86,188
221.8,-3.892,167.1
219.5,-3.678,155.1
222,-4.171,163
222.1,-3.123,180
219.7,-3.251,165.6
213.7,-3.689,114
223.7,-2.867,177.2
227.4,-3.329,105.7
218.2,-3.219,79.32
214.5,-3.388,136.1
227.8,-2.379,166.8
213.2,-3.208,149
227.7,-3.331,194.8
225.5,-3.881,138.3
224.7,-2.791,187.2
211.8,-3.183,153.7
227,-3.111,184.2
216.2,-2.315,194.3
219.9,-2.358,162.3
222.6,-3.205,156.1
221.4,-3.519,152.6
228.1,-3.941,154
226.1,-2.443,180
226.2,-2.807,184.5
216.5,-3.916,148.9
230.4,-4.07,135.9
216.2,-3.791,125
223.9,-3.414,154.4
218.8,-3.836,166.7
225.2,-3.027,195.7
219.5,-2.655,132.6
216.1,-3.688,164.8
223.6,-2.986,142
225.1,-2.93,187.8
222.7,-3.037,109.4
223.4,-3.24,180.7
219.4,-3.488,158.7
216.9,-3.528,149.4
220.4,-2.533,195.8
227.1,-3.165,202.1
219.1,-3.833,159.9
217.4,-2.828,76.06
219.5,-4.63,84.12
211.3,-2.933,199.3
224.8,-3.351,136.3
222.6,-3.457,191.6
219.3,-4.132,141
224.8,-3.712,126.1
214.6,-3.892,167.8
223.4,-2.76,168
206.6,-3.826,168.8
226.5,-3.609,140.4
225,-3.491,214.9
225.9,-3.528,118.5
221.6,-2.806,98.86
222.7,-3.503,117.4
221.6,-2.459,206.5
224.9,-3.468,178.2
225.5,-3.396,178
232.3,-3.561,150.1
224.6,-3.332,188.7
221.2,-3.53,186.8
217.8,-4.827,180
230.4,-3.331,146.4
213.1,-3.031,151.3
220.6,-4.26,165.4
220.3,-3.388,160.1
221.3,-4.321,119.1
222.6,-3.45,146.7
215.6,-3.819,164.2
216.6,-3.374,155.6
220.9,-3.666,168.5
219.6,-3.091,152.2
221.8,-3.644,131.8
226.2,-3.107,128.7
215.1,-3.292,155.2
223.3,-2.879,181.1
227.7,-2.717,137.8
222,-3.02,162.7
214.6,-3.478,92.13
219.8,-2.832,219.3
221.6,-3.441,171.3
217.6,-3.797,192.8
213.8,-3.744,107.3
226.8,-4.305,161.6
212.3,-2.541,188.2
220.5,-3.058,123.7
214.1,-3.236,166.6
221.1,-3.555,147
223.7,-3.635,173.9
217.7,-3.592,159.1
228.3,-3.687,100.1
220.8,-3.326,161.1
214.5,-3.724,148.5
222.6,-3.903,128.6
227.2,-3.742,88.14
216.2,-2.625,174
226.2,-2.32,184
220.6,-3.625,112
207.7,-4.01,130.6
233,-3.042,190.9
217.8,-3.407,84.33
230.4,-3.421,186.1
224.5,-2.135,204.9
218.3,-3.055,124.5
220.6,-4.295,117.2
231.2,-2.76,238
230.1,-3.849,121.1
233.7,-4.343,177.4
226.3,-3.17,133.9
223.6,-2.544,148.6
216,-3.411,142.5
220.1,-3.323,156.6
219.1,-3.182,124.1
225.1,-2.553,187.4
215.5,-3.461,182.4
213.7,-3.039,143.1
222,-2.989,158.4
211.7,-3.164,120.8
225.7,-3.116,113.3
216.5,-3.477,186.5
216.4,-3.283,166.1
217.3,-3.988,116
219.5,-3.539,173
216.4,-2.276,164.9
222.2,-3.453,148.3
221.5,-2.702,181.4
231.2,-2.815,147.6
219.1,-3.12,188.2
214.8,-3.542,138.1
230.2,-3.358,111.3
221,-3.087,173.6
226.8,-4.285,122.9
222.5,-2.987,147.6
220.8,-3.672,190.3
221.9,-2.802,233.7
215.8,-3.215,187.5
216.4,-2.682,145.5
226.1,-3.213,177.4
217,-3.407,116.7
221.5,-2.911,221.4
231,-3.014,133.9
223.6,-3.352,179.1
228.2,-4.049,189.9
218.7,-4.093,169.5
217,-3.614,98.8
221.5,-3.273,159.3
216.7,-2.702,158.2
221.9,-3.684,173.8
220.6,-2.667,135.6
227.7,-2.494,166
230.3,-3.751,169.3
219.7,-4.007,130.4
219.6,-4.047,118.7
220.2,-3.802,140
223.2,-3.827,106.4
209.3,-3.009,133.8
224.3,-3.87,176
216.5,-3.476,159.4
219.8,-3.279,141.5
217.2,-2.379,174
221.1,-3.435,133.9
219.4,-3.861,160.7
218,-3.992,133.4
215.6,-3.316,241.7
217.3,-3.634,153.5
224.9,-3.555,161.7
221.4,-2.734,150.3
216.1,-3.158,123.9
217.7,-3.619,142.6
217.3,-2.363,206.6
216.6,-3.092,144.5
219.7,-3.356,106.7
219,-3.023,133.3
217.6,-3.119,203.1
220.9,-2.809,193.6
216.8,-3.802,158.1
243.5,-3.875,172.1
237.2,-2.717,198.6
222.8,-3.073,137.3
233.4,-3.197,117.6
227.9,-2.903,140
223.1,-2.728,171.5
229.3,-2.988,164.5
218.2,-2.424,187.5
219.8,-3.214,183.8
213.1,-2.447,176.5
216.4,-2.752,248.6
231.9,-3.36,150.9
217.8,-2.495,128
220.4,-3.303,171.3
220.8,-2.983,140.2
219.2,-3.115,176.6
222.7,-3.567,169.3
211.3,-3.932,94.79
225,-3.115,230
219.6,-3.636,80.75
225.1,-2.859,151.1
219.8,-3.425,108.7
221.6,-3.235,170.8
221.5,-3.547,159.4
218.7,-2.601,184.8
225.6,-3.802,158.2
218.3,-3.645,199.3
219.8,-3.402,133.6
216.8,-2.805,148.5
222.6,-2.151,139.7
230,-3.321,156.7
210,-3.051,181.7
234.5,-3.325,142
223.3,-2.72,141.4
221.1,-3.236,150.3
224.4,-3.288,170.1
223.1,-3.356,172.1
213.4,-3.398,132.3
220.3,-3.899,151.2
217.5,-2.754,211.4
222.1,-3.178,141.6
219.4,-3.192,142.9
215.7,-3.6,143.3
219.9,-2.312,176.2
226.9,-4.063,156.2
211.7,-2.979,169
218.1,-3.306,168.5
234,-4.592,157.8
220.2,-2.967,197.2
219.4,-3.556,150.3
220.3,-2.618,174.4
221.1,-3.001,204.9
216.5,-2.955,143.6
211.6,-3.272,184.4
226.8,-3.284,200.6
220.6,-3.662,124.3
219.4,-3.015,174.2
220.8,-2.52,167.7
209.7,-3.429,127.3
216.5,-2.66,193.5
226.6,-2.53,248.9
217.3,-1.858,207.2
229.7,-3.587,175.7
224.8,-2.793,154.2
211.2,-3.888,231.2
219.5,-4.046,197.8
226.8,-2.688,176.8
221.8,-3.581,161.3
222.4,-3.185,121.3
228.1,-3.067,204.4
212.8,-3.034,159.6
217.7,-4.561,124.6
212.6,-2.698,135.5
217.2,-2.361,156.7
224.8,-3.43,135.3
218.7,-3.988,160.3
223.6,-3.128,152.4
216.5,-3.431,162.1
219.6,-3.856,151.4
222.8,-3.22,172.3
223.9,-2.808,180.9
218,-2.949,177.9
214.1,-3.859,119.8
217.5,-3.778,81.96
219.8,-3.478,191.8
220.7,-3.022,197.6
221.3,-3.26,95.72
221.3,-4.113,188.5
221.7,-2.592,138.5
212.7,-2.527,197.2
215.2,-2.936,179.9
213.9,-2.427,198.8
220.5,-3.392,186.4
225.9,-4.183,184
222.8,-2.931,175
232.1,-2.748,197.2
217.9,-3.472,236.3
208.7,-3.288,166.9
222.5,-3.573,128.3
222,-3.534,136.8
217,-2.84,177.1
220.8,-3.246,195.8
213,-2.745,158.4
217.8,-2.998,111.3
216.9,-1.793,188.3
210,-2.803,158.6
230.9,-3.983,211.4
227.9,-3.442,162.7
230.4,-3.106,184.7
212.1,-3.604,98.2
222.4,-2.918,162.6
213.6,-3.78,135.6
208.7,-2.595,118.5
215,-3.747,129.2
223.8,-2.855,137.7
224.6,-2.961,172.2
228.9,-2.594,185.8
226.7,-3.817,131
224,-3.95,173.1
221,-3.171,144.4
221.3,-3.022,170.1
226.7,-3.856,179.5
209.7,-3.417,177.4
210.2,-3.834,187.6
225,-2.841,164.3
210.7,-2.213,193.9
220.5,-3.113,202.6
225.1,-3.515,207.5
223.7,-3.429,200.5
227.5,-2.465,200.8
222,-3.54,187.1
223.1,-3.928,116.3
216.5,-3.103,131.4
217.3,-2.425,127.6
219.9,-3.603,188.7
217,-3.227,159.2
223.9,-3.535,149.2
227.4,-3.597,152.1
231.2,-2.644,138.7
224.3,-3.316,163.7
223.7,-3.303,183.1
218.7,-2.741,142.4
222.6,-2.876,132.1
214.2,-2.923,181.3
216,-2.941,168.8
214.2,-3.741,189.9
223.1,-4.134,133.1
220.7,-3.038,159.6
222.3,-3.63,145.3
222.5,-3.856,126.6
217.8,-3.515,168.2
216.2,-3.454,163.4
230.6,-3.542,164.8
229.3,-3.656,123.5
219.4,-3.665,145.6
222.1,-3.922,147.4
227.4,-2.291,133.1
215.3,-3.856,226.7
220.4,-3.093,131.7
228.5,-3.398,90.52
219.3,-3.949,118.4
215.8,-2.309,181.7
219.9,-2.242,199.8
224.8,-3.652,148.4
224.8,-3.173,144.6
222,-2.818,160.5
217,-2.909,184
221.2,-3.25,129
204.7,-3.278,102
218.9,-3.653,183.7
222.9,-3.098,167.3
227.3,-3.034,163.9
224.4,-3.568,133
220.6,-3.22,205.4
225.1,-3.06,192.3
220.1,-2.437,129.1
230.3,-3.337,181.5
223.5,-3.768,150.9
221.4,-2.848,150.4
222,-2.877,180.8
218.2,-3.948,140.3
227.5,-3.159,155.4
216.2,-3.494,139.5
224,-3.881,144.6
216.4,-4.036,114
226.4,-3.541,178
216.9,-4.203,98.75
219.8,-3.476,167.4
213.4,-3.219,172.1
212.6,-2.986,149.9
217.7,-2.511,185.6
218.9,-4.584,101.2
230.3,-3.758,166
228.1,-2.528,193.7
229.3,-3.42,171.6
220.7,-3.529,132
212.4,-3.989,167.5
216.6,-3.55,147
227.1,-3.331,104.9
223.5,-2.852,184.8
225.4,-3.451,172.6
223,-3.139,184.2
223.6,-3.651,163
216.3,-3,124.7
220.6,-2.882,144.6
221.2,-3.689,173.7
216.2,-3.481,144
214.4,-3.331,116.3
217.6,-3.02,188.6
217.5,-3.484,160.4
218.2,-4.315,149.6
219.4,-3.616,175.2
216.3,-3.281,166.4
215.6,-2.69,155.3
220.6,-2.469,164.1
215.1,-2.491,151.6
230.8,-2.49,187.6
214.4,-3.383,189.2
213.4,-3.185,175.9
224.4,-3.51,272.4
215.6,-2.975,124.1
228.3,-3.271,183.8
223.7,-3.191,107.8
213.5,-2.821,178.6
222.5,-3.855,133.7
228.9,-4.146,114.5
224.6,-3.48,146
213.7,-2.907,143.1
220,-3.693,99.34
219.4,-3.322,189.5
225.3,-3.72,123.1
212.9,-3.124,173.4
220.5,-2.924,175.9
221.7,-4.052,138.3
220.2,-2.526,126.3
215.1,-3.201,154.5
207.6,-2.703,155.2
228.7,-2.398,159.2
213.9,-2.878,155.6
216.7,-3.319,127.9
213.5,-3.496,114.2
217.9,-3.832,125.3
229.3,-3.894,153.8
222.8,-3.648,237.1
212.6,-3.565,143.6
220.9,-2.935,151.7
227.5,-3.287,176.9
229.6,-3.897,165.7
226.5,-2.496,205.7
222,-3.033,156.1
219.4,-3.432,108.6
222.2,-2.625,157.1
213.5,-4.282,137.9
224.5,-4.135,168.6
211.8,-3.936,125.7
221.7,-3.435,179
230.6,-2.359,175.6
227.9,-3.228,147
223.9,-2.714,207.4
216.4,-3.87,114
221.7,-3.394,192.3
222.4,-3.043,148.8
227.1,-4.364,127
227.8,-4.216,175
212.3,-2.377,149.5
222.6,-3.168,192.6
226.6,-2.654,243.7
213,-3.41,122
218,-3.221,128.9
212,-2.917,96.32
212.3,-2.912,156
218.6,-3.372,148.7
219.4,-3.942,100.2
218.7,-3.192,168.8
226.1,-3.026,182.4
211.6,-4.095,99.73
228.7,-3.165,193.3
214.1,-2.871,141
212.8,-2.704,97.31
219.9,-2.499,213.6
225.3,-4.395,137.9
220.6,-3.476,184.3
225.2,-3.152,138.1
219.5,-2.934,179.5
219.2,-3.069,210.7
222.4,-3.68,113.1
219,-3.469,141.9
217.2,-2.559,147.9
218.6,-3.237,155.8
216.9,-3.199,152.7
222.1,-3.274,159.2
212.5,-3.67,153.9
216.8,-2.748,153.8
215.8,-3.123,165.5
216.5,-3.352,80.8
221.5,-3.414,178
220.8,-3.154,149.6
221.8,-3.564,114.9
218,-3.366,140
226.9,-3.036,96.67
223.2,-2.768,144.7
222.8,-3.204,211.5
211.8,-3.132,157.5
215.1,-3.519,143.1
224.8,-3.921,125
218.4,-2.869,186.3
213.8,-3.474,168.6
224.1,-3.168,127.3
225.7,-2.436,175.3
216,-3.919,141.3
217.3,-3.886,96.15
214.2,-3.91,91.3
227.6,-3.74,143.1
218,-3.176,183
217.3,-4.309,165.6
219.8,-4.344,165.3
219.3,-2.496,176.9
221.5,-4.52,89.25
211.9,-3.633,117.5
226.5,-2.582,209.4
212.6,-2.194,129.5
216.7,-3.11,191.5
209.4,-3.75,80.82
217.5,-3.499,108.2
217.9,-3.425,134.7
220.7,-4.007,169.4
227.3,-3.84,155.7
217.9,-3.871,138.5
233.9,-3.747,147.7
213.8,-3.424,66.2
217.1,-3.458,71.37
224.2,-2.28,150
230.8,-3.479,171.6
221.3,-3.552,88.5
225.1,-3.598,156.3
219.9,-3.189,177.6
223.8,-1.795,175.2
208.9,-3.679,119.3
230,-3.351,178
213.6,-3.085,162
221.9,-3.473,139.9
219.2,-2.834,161.8
216.9,-2.133,176.1
219.3,-2.01,194.3
217.8,-2.786,148.1
216.4,-3.547,142.9
225,-3.782,163.4
216.8,-3.17,167.2
220.2,-2.789,191.6
226.4,-3.665,141.5
217.5,-3.507,170.3
226.7,-2.689,181
219.2,-2.998,174.1
228.6,-3.007,144.9
218.6,-2.506,158.9
222.5,-3.836,131
225,-3.507,176.8
219.9,-3.415,109.6
215.3,-4.109,75.3
221.6,-3.677,166.4
223.3,-3.167,165.8
222.7,-4.004,188.6
222.4,-3.723,82.36
209,-2.942,190.7
218.8,-2.986,138.9
222.5,-2.893,200.8
217.7,-3.449,107.3
216.5,-3.151,183.3
216.9,-2.963,145.9
216.5,-3.267,217.2
217.7,-2.888,183.7
227.2,-3.533,177.1
219.8,-3.497,67.43
214.3,-3.393,149.4
214.8,-3.2,174.6
217,-2.766,213
220.7,-3.039,191.6
216.5,-3.24,211.1
222.2,-3.698,109.7
213.8,-3.075,164.1
218.9,-3.312,126.4
214.3,-3.512,184.5
220.3,-3.583,146.4
231,-3.375,137.5
224.6,-3.8,172.9
213.7,-3.577,104
211.4,-3.387,123.9
220.5,-3.534,151.1
214.8,-2.419,158.2
216.5,-2.742,199.9
223,-2.771,181.1
214.2,-3.203,179.4
217.9,-2.545,165.3
220.8,-3.447,140.5
218.6,-3.293,162.3
216.7,-3.359,123.4
220.8,-2.954,205.9
224.8,-3.163,188.2
222.2,-3.968,106.8
219.4,-3.406,163.2
217.1,-3.274,143.8
219.4,-3.681,151.7
222.6,-3.39,170
222.8,-4.309,125.3
221.9,-3.638,193.4
224.5,-2.897,153
215.2,-3.298,191.2
215.3,-3.231,168.7
217.5,-2.426,185.2
213.8,-3.734,184.5
218.1,-2.227,124.1
221.9,-3.408,151.4
224.9,-3.002,183.6
213.8,-3.266,181.4
226.1,-2.788,173.8
222.6,-3.164,153.4
206.6,-3.607,137.6
222.6,-1.919,240.5
225.1,-3.357,233.3
219.4,-3.215,170.2
223.1,-3.358,133.3
224.6,-2.512,185.8
213.7,-3.702,211.9
219.2,-2.81,176
216.7,-2.94,134.9
223.3,-3.918,129.9
216.4,-2.569,156
228.5,-3.772,162
224.4,-3.737,142.4
223.6,-3.101,165
223.9,-4.298,132
223.4,-3.148,153.5
219.4,-2.63,127.6
223.8,-3.149,194.3
222.9,-3.088,157
225.5,-3.463,185.7
229.5,-3.698,128.4
215.8,-3.15,165.3
224,-2.739,213.6
229.1,-3.583,148
219.7,-3.383,164.1
218.1,-3.869,63.41
214.2,-3.278,233.8
222.9,-2.459,168.2
217.8,-3.573,149.2
212.2,-3.193,160
218.5,-3.111,176.6
233.8,-3.428,161.8
218,-3.039,188.9
223.3,-3.213,183.3
224.3,-2.522,179.7
224.9,-3.329,143.9
212.8,-3.306,115.4
